Test,RTX_1,Hop1,RTX_2,Hop2,RTX_3,Hop3,RTX_4,Hop4,Nodal_HopUp,Nodal_HopDown,RTT
467,0,246,0,308,0,381,0,362,1546,1644,4338
468,1,263,0,236,0,521,0,218,1468,1645,4391
469,0,287,2,1399.8412060301507,0,413,0,280,1546,1575,3934
470,0,310,0,351,0,292,2,1240.8412060301507,1558,1547,4249
471,0,253,0,232,0,234,0,238,1621,1546,4404
472,0,337,1,346,0,218,0,299,1575,1476,3957
473,2,1209.8412060301507,0,239,0,101,0,460,1624,1601,5384.841206030151
474,0,3,0,234,0,242,1,276,1690,1601,7713.364824120603
475,0,248,0,245,0,423,0,290,1576,1572,4303
476,1,984,0,1416,0,321,1,298,1515,1638,5138
477,0,292,0,298,1,307,0,351,1587,1674,4394
478,0,351,0,161,0,295,0,185,1683,1615,4446
479,0,288,0,344,0,224,1,281,1633,1674,4348
480,0,350,0,235,0,535,0,247,1537,1695,4739
481,0,291,0,335,1,250,0,283,1607,1497,4339
482,1,299,0,232,0,321,0,284,1504,1560,4354
483,0,203,0,250,0,277,4,3184.523618090452,1531,1604,4202
484,0,316,0,805,0,260,0,284,1590,1695,4555
485,0,313,0,389,1,259,0,231,1642,1408,4278
486,2,1127.8412060301507,0,301,0,288,0,263,1602,1659,5601.841206030151
487,0,136,1,237,0,236,0,348,1446,1593,4096
488,0,263,1,387,0,362,1,396,1493,1617,4521
489,2,1072.8412060301507,1,184,0,235,0,274,1648,1571,4903.841206030151
490,0,215,0,404,0,288,0,276,1664,1661,4285
491,0,239,1,176,0,273,0,314,1515,1598,4509
492,4,2947.523618090452,0,268,0,295,2,1210.8412060301507,1687,1546,7081.523618090452
493,0,294,0,265,0,252,1,256,1448,1644,4427
494,0,229,0,288,0,269,0,276,1579,1580,4296
495,0,276,0,362,0,238,0,141,1576,1617,4046
496,0,200,1,230,0,306,1,295,1546,1403,4030
497,0,242,2,1073.8412060301507,0,326,0,333,1525,1581,4300
498,1,365,0,166,0,282,0,277,1674,1580,4377
499,0,269,0,222,0,297,0,242,1694,1525,4205
500,0,239,0,290,0,302,0,341,1442,1610,4324
501,2,1142.8412060301507,0,277,0,245,0,240,1601,1625,5261.841206030151
502,1,270,0,291,4,2707.523618090452,0,299,1495,1682,4088
503,2,1035.8412060301507,0,283,1,574,2,1262.8412060301507,1536,1558,5125.841206030151
504,0,335,0,228,0,257,0,365,1581,1560,4629
505,0,392,5,4056.364824120603,1,274,0,335,1573,1613,4355
506,1,281,0,283,1,290,0,264,1663,1546,4388
507,0,245,0,262,0,234,1,237,1638,1647,4502
508,1,238,0,310,0,305,0,268,1633,1683,3784
509,0,252,0,247,1,236,0,293,1655,1609,4436
510,0,376,0,250,1,270,0,218,1572,1590,4832
511,1,309,0,228,0,243,0,308,1643,1537,4475
512,0,270,0,291,0,301,0,183,1643,1646,4053
513,0,193,0,905,0,271,1,233,1663,1615,4226
514,0,474,0,232,0,297,0,303,1640,1644,4720
515,0,295,0,301,0,541,0,272,1616,1631,4309
516,0,291,0,228,1,207,4,2898.523618090452,1515,1590,4012
517,0,258,0,293,0,305,1,292,1591,1604,4463
518,0,376,0,376,0,344,0,282,1555,1624,4414
519,0,226,0,292,0,356,0,410,1586,1609,4396
520,0,347,0,281,0,222,0,297,1536,1663,4005
521,0,251,0,400,0,236,0,413,1545,1583,4358
522,2,1105.8412060301507,3,1981.6824120603014,0,234,1,241,1646,1634,5139.841206030151
523,0,284,0,220,0,312,0,250,1340,1534,4379
524,0,334,0,221,0,378,1,331,1654,1654,4245
525,0,226,0,276,0,247,1,351,1692,1582,4362
526,5,3729.364824120603,0,263,0,233,1,249,1683,1610,7809.364824120603
527,5,3851.364824120603,0,226,0,476,0,283,1655,1574,8069.364824120603
528,0,293,0,253,0,228,1,439,1581,1600,4768
529,0,270,0,943,0,191,0,376,1663,1604,4590
530,0,275,0,236,0,243,2,1280.8412060301507,1328,1663,4403
531,0,175,0,535,0,413,0,269,1633,1615,4238
532,0,451,0,304,0,188,2,1143.8412060301507,1610,1695,4544
533,0,292,1,231,0,351,0,316,1650,1558,4360
534,1,276,1,288,0,278,0,198,1668,1668,4281
535,0,317,0,271,0,238,0,234,1650,1515,4324
536,2,1059.8412060301507,0,233,0,240,0,220,1595,1705,5300.841206030151
537,0,199,0,306,0,327,0,193,1517,1202,4504
538,0,233,0,340,0,366,0,294,1589,1607,4224
539,0,311,0,234,0,256,1,336,1594,1704,4411
540,0,318,0,224,1,309,0,298,1632,1596,4225
541,0,330,0,284,0,290,0,282,1590,1640,4354
542,0,244,0,300,1,330,0,249,1543,1683,4437
543,4,2878.523618090452,0,224,1,304,0,257,1593,1655,6965.523618090452
544,2,1124.8412060301507,0,352,0,254,0,235,1650,1620,5386.841206030151
545,1,249,0,299,0,238,0,298,1634,1442,4257
546,0,339,0,229,0,260,0,221,1687,1617,4458
547,0,241,1,240,0,226,0,283,1632,1662,4240
548,0,280,0,253,0,339,0,279,1609,1536,4239
549,1,252,0,310,0,202,0,283,1692,1537,4241
550,0,307,0,365,0,302,0,263,1459,1589,4412
551,0,212,0,294,1,291,0,216,1546,1611,4509
552,0,237,2,1153.8412060301507,0,270,0,280,1629,1620,4444
553,0,224,1,286,0,306,0,292,1688,1592,4591
554,1,218,2,1034.8412060301507,0,307,0,278,1546,1560,4373
555,0,263,0,243,0,304,0,344,1637,1645,4526
556,3,1962.6824120603014,0,314,1,292,0,468,1546,1548,6405.682412060301
557,0,226,1,284,0,242,0,313,1595,1595,4128
558,0,238,0,307,0,267,0,340,1538,1641,4200
559,0,334,0,240,0,228,0,330,1562,1638,4325
560,0,317,0,244,0,371,2,1063.8412060301507,1704,1613,4583
561,2,1499.8412060301507,0,282,0,225,1,304,1674,1632,5593.841206030151
562,1,235,0,374,0,350,0,257,1202,1579,4116
563,0,390,0,317,1,263,0,300,1604,1580,4277
564,0,372,0,309,0,333,0,347,1558,1346,4454
565,4,2933.523618090452,0,227,0,326,0,302,1562,1588,6538.523618090452
566,0,279,0,502,0,322,1,186,1678,1616,4415
567,2,1018.8412060301507,1,222,0,264,1,355,1716,1448,4968.841206030151
568,0,256,1,295,3,2046.6824120603014,0,379,1590,1546,4253
569,0,419,0,285,0,205,0,286,1643,1576,4338
570,0,314,0,210,0,262,0,330,1688,1552,4258
571,0,267,0,413,0,299,0,304,1665,1602,4380
572,0,289,1,269,0,243,0,295,1446,1589,4604
573,1,272,0,219,0,285,0,294,1557,1557,4364
574,0,296,0,238,1,270,0,313,1683,1609,4532
575,0,355,0,297,0,267,0,267,1654,1581,4393
576,0,397,1,236,0,317,0,304,1598,1643,4324
577,0,238,0,218,0,304,0,269,1442,1545,7629.364824120603
578,0,299,0,284,0,1644,0,271,1531,1620,4318
579,0,352,0,259,1,262,1,60,1504,1631,4291
580,0,255,1,258,0,255,0,252,1597,1579,4976
581,0,451,3,2022.6824120603014,0,253,0,255,1545,1628,4746
582,0,232,0,302,0,256,0,351,1632,1522,4335
583,2,1313.8412060301507,0,308,1,336,0,348,1496,1627,5637.841206030151
584,0,283,0,293,0,400,0,303,1645,476,4418
585,0,310,0,339,1,240,0,244,1692,1644,4465
586,0,371,0,344,0,255,0,280,1581,1562,4405
587,0,222,0,273,0,234,0,283,1595,1483,4314
588,0,296,0,319,0,263,0,203,1622,1646,5154.841206030151
589,0,234,0,285,0,305,0,276,1377,1643,4005
590,1,390,1,208,0,266,2,1004.8412060301507,1617,1572,4381
591,0,194,0,295,0,264,0,315,1602,1601,4108
592,0,281,0,278,0,284,0,240,1622,1504,4586
593,3,2092.6824120603014,3,2094.6824120603014,0,275,0,280,1609,1601,5728.682412060301
594,0,251,0,267,0,283,3,2029.6824120603014,1537,1581,4106
595,0,301,1,327,0,244,0,360,1632,1706,4357
596,0,289,0,209,0,445,0,279,1730,1558,4206
597,0,332,0,351,0,223,0,297,1517,1582,4255
598,0,308,0,218,0,240,0,231,1341,1552,4456
599,2,1141.8412060301507,0,282,1,245,0,421,1576,1587,5102.841206030151
600,0,238,1,244,1,290,0,299,1609,1562,4324
601,2,1184.8412060301507,1,224,0,227,0,268,1664,1547,5436.841206030151
602,0,243,2,1050.8412060301507,0,284,0,310,1629,1668,4183
603,0,453,0,385,2,1136.8412060301507,0,195,1615,1547,4416
604,0,392,0,287,1,192,0,291,1589,1590,4103
605,0,240,0,311,0,247,0,277,1730,1572,4345
606,0,322,0,261,0,296,0,223,1340,1493,4528
607,0,299,0,418,0,302,0,294,1605,1586,4309
608,0,423,0,415,0,260,1,295,1497,1346,4568
609,0,240,0,245,2,1030.8412060301507,0,259,1595,1627,4074
610,0,489,1,967,0,247,1,279,1624,1637,4458
611,0,288,0,231,0,427,0,225,1579,1536,4264
612,0,227,0,252,1,236,0,442,476,1682,4377
613,0,293,5,3835.364824120603,0,283,1,295,1619,1485,4398
614,0,331,3,1958.6824120603014,0,383,0,308,1655,1704,5371
615,0,245,0,296,0,352,0,311,1665,1588,4608
616,0,431,0,281,0,342,2,1168.8412060301507,1694,1448,4520
617,0,362,0,275,0,229,0,310,1640,1572,4283
618,0,330,1,244,0,243,0,291,1591,1578,4285
619,0,296,0,224,0,264,1,244,1595,1554,4483
620,2,1217.8412060301507,0,258,0,284,0,321,1705,1641,5213.841206030151
621,1,240,0,453,0,238,0,411,1688,1578,4434
622,0,409,1,272,0,325,0,241,1650,1579,4429
623,0,375,0,255,0,353,1,295,1634,1557,4247
624,0,360,1,355,0,355,0,442,1645,1590,4303
625,1,235,0,259,0,350,0,238,1618,1594,4465
626,0,205,4,3085.523618090452,0,264,0,147,1558,1604,4503
627,0,195,2,1087.8412060301507,0,268,0,263,1572,1650,4198
628,1,200,0,235,0,281,0,233,1562,1610,4738
629,2,1127.8412060301507,1,289,0,246,0,304,1589,1347,5241.841206030151
630,0,274,0,293,1,499,2,1156.8412060301507,1705,1683,4428
631,0,283,0,288,1,299,4,2982.523618090452,1688,1601,4496
632,4,3272.523618090452,0,267,0,267,1,580,1558,1613,6115.523618090452
633,0,223,1,304,0,291,0,311,1607,1581,4193
634,0,248,0,269,0,231,1,209,1618,1705,4276
635,0,268,0,243,0,228,0,224,1535,1643,4170
636,0,197,0,245,3,2001.6824120603014,0,283,1730,1546,4150
637,0,309,0,244,0,260,1,376,1495,1618,4437
638,0,280,0,218,0,238,2,1056.8412060301507,1497,1663,4284
639,0,359,0,288,0,245,0,261,1602,1580,4321
640,0,281,2,1174.8412060301507,0,238,2,1261.8412060301507,1594,1683,4399
641,4,3154.523618090452,2,1112.8412060301507,0,285,0,277,1629,1613,6827.523618090452
642,0,297,0,336,0,248,0,256,1579,1620,4324
643,2,1172.8412060301507,0,175,0,284,0,219,1622,1607,5103.841206030151
644,0,234,0,224,1,338,0,231,1648,1665,4266
645,0,283,0,215,0,354,0,277,1589,1621,4273
646,0,331,0,258,0,283,0,235,1656,1587,4434
647,0,283,0,291,0,234,0,425,1504,1645,4475
648,3,2047.6824120603014,0,400,2,1074.8412060301507,1,224,1646,1620,6072.682412060301
649,5,3853.364824120603,0,266,1,243,0,273,1646,1527,8068.364824120603
650,0,499,0,305,0,354,0,595,1496,1631,4545
651,0,101,0,176,1,237,1,265,1592,1611,4276
652,0,328,0,331,0,267,0,238,1560,1546,4273
653,1,298,0,271,2,1121.8412060301507,0,299,1600,1650,4315
654,0,233,0,234,0,278,1,229,1578,1593,4063
655,0,191,0,273,0,409,0,229,1643,1515,3973
656,0,305,0,246,0,298,2,1275.8412060301507,1609,1597,4487
657,2,1187.8412060301507,0,366,5,4082.364824120603,1,383,1546,1644,5746.841206030151
658,0,234,0,270,0,242,0,241,1562,1692,4375
659,1,306,2,1187.8412060301507,0,705,1,194,1664,1621,4338
660,0,362,0,335,0,259,1,296,1711,1558,4145
661,0,226,0,252,0,395,0,306,1346,1585,4314
662,0,297,5,3630.364824120603,0,249,0,235,1346,1601,4328
663,0,311,0,311,0,318,0,296,1643,1610,4332
664,0,295,1,251,0,244,1,387,1632,1622,4199
665,0,175,0,281,0,362,0,397,1617,1609,4219
666,0,340,0,230,0,325,4,2972.523618090452,476,1546,4428
667,0,306,0,309,0,215,1,297,1627,1558,4263
668,0,283,0,194,0,253,5,3682.364824120603,1687,1621,4350
669,0,299,0,276,0,302,2,1018.8412060301507,1560,1604,4259
670,0,396,0,471,1,276,0,313,1659,1591,4643
671,0,312,0,289,0,227,0,243,1687,1705,4273
672,0,426,1,355,0,398,0,277,1582,1627,4331
673,0,439,0,295,0,240,0,228,1398,1604,4549
674,0,227,0,480,0,297,3,2039.6824120603014,1591,1538,4399
675,0,252,0,224,0,241,0,355,1558,1468,4369
676,3,2005.6824120603014,0,267,0,230,0,291,1629,1667,5952.682412060301
677,1,255,1,293,0,338,1,296,1448,1537,4479
678,0,237,0,276,0,359,0,372,1448,1593,4414
679,0,299,1,299,0,233,0,235,1564,1661,4423
680,0,304,1,263,1,245,1,309,1593,1730,4084
681,0,259,0,209,1,263,0,220,1592,1593,4388
682,0,231,0,276,0,296,0,229,1662,1706,4371
683,0,385,1,228,0,231,1,300,1554,1595,4546
684,0,308,0,307,1,419,1,250,1706,1468,4283
685,0,576,0,185,0,252,1,287,1629,1620,4728
686,0,280,0,231,1,249,1,237,1600,1592,4407
687,0,268,5,3685.364824120603,0,228,0,280,1658,1572,5104
688,0,298,0,203,0,353,1,270,1581,1586,4405
689,0,256,3,2145.6824120603014,0,246,0,250,1627,1551,4537
690,0,228,0,290,1,289,0,273,1590,1515,4371
691,2,1241.8412060301507,0,275,0,274,1,203,1653,1643,5241.841206030151
692,0,246,0,302,0,296,1,279,1514,1615,4237
693,0,248,0,316,0,205,0,271,1611,1647,4322
694,0,302,0,301,0,338,0,276,1483,1611,4403
695,0,235,0,228,0,365,0,301,1403,1683,4265
696,2,1113.8412060301507,0,256,0,475,4,2798.523618090452,1547,1593,5198.841206030151
697,1,288,0,250,0,195,0,206,1622,1601,4950
698,2,1186.8412060301507,0,236,1,308,0,310,1537,1611,3823.8412060301507
699,0,282,0,314,0,223,0,293,1585,1560,4084
700,0,312,0,296,0,284,0,329,1604,1483,4166
701,0,322,0,234,0,271,0,473,1678,1620,4325
702,0,322,0,192,0,255,0,303,1596,1558,4261
703,0,291,0,284,0,208,1,302,1655,1595,4302
704,0,316,0,203,0,192,0,331,1537,1621,4474
705,0,294,1,234,0,321,1,336,1640,1615,4316
706,1,338,0,308,0,317,0,240,1546,1527,4526
707,4,2866.523618090452,0,298,0,245,4,2721.523618090452,1622,1576,6927.523618090452
708,0,228,3,2045.6824120603014,0,293,0,251,1572,1629,4160
709,0,185,1,208,0,272,1,346,1628,1668,4596
710,0,229,1,276,0,229,0,321,1560,1546,4188
711,1,361,1,286,0,327,5,4259.364824120603,1611,1641,4283
712,0,360,0,276,0,346,0,260,1609,1622,4388
713,0,352,0,284,0,299,0,318,1592,1705,4475
714,3,1957.6824120603014,4,2619.523618090452,0,372,0,317,1347,1558,6291.682412060301
715,1,281,0,389,1,272,0,269,1664,1648,4348
716,0,313,0,283,0,274,2,1160.8412060301507,1546,1340,4396
717,0,299,0,247,0,301,0,279,1654,1546,4429
718,2,997.8412060301507,0,296,1,531,0,308,1619,1690,5210.841206030151
719,0,268,0,291,0,343,0,543,1627,1596,4361
720,1,241,1,242,0,339,0,308,1664,1403,4161
721,0,247,0,267,0,299,0,245,1667,1546,4505
722,1,338,3,2070.6824120603014,0,271,1,217,1610,1515,4479
723,0,230,0,382,0,218,0,265,1627,1495,4053
724,0,243,0,354,1,258,2,1207.8412060301507,1562,1611,5169.841206030151
725,0,351,0,264,0,473,0,307,1587,1640,4358
726,0,423,0,231,0,288,0,237,1611,1571,4611
727,0,281,0,287,0,340,0,331,1682,1576,4895
728,0,414,0,294,0,302,0,367,1683,1607,4452
729,0,554,1,294,0,255,0,282,1394,1482,4733
730,0,243,0,376,0,322,2,1249.8412060301507,1622,1650,4288
731,1,289,1,286,0,231,0,314,1582,1644,3960
732,0,303,0,238,0,283,0,195,1663,1601,4333
733,3,1986.6824120603014,1,280,0,294,0,271,1656,1340,6062.682412060301
734,2,1214.8412060301507,0,262,0,240,0,242,1620,1115,5218.841206030151
735,1,298,2,1213.8412060301507,0,330,0,301,1576,1644,4234
736,0,282,0,281,0,313,0,261,1632,1682,4385
737,0,260,0,268,0,245,0,302,1483,1546,4162
738,0,240,1,300,0,279,0,280,1593,1667,4442
739,2,1025.8412060301507,0,252,0,218,0,1098,1654,1588,5120.841206030151
740,0,253,0,294,0,255,0,264,1616,1658,4673
741,0,274,1,289,0,314,1,241,1546,1503,4480
742,1,285,0,264,0,282,0,250,1560,1640,4158
743,0,245,0,300,0,343,0,258,1662,1631,4274
744,1,187,0,370,0,342,1,340,1683,1659,4389
745,0,331,0,331,0,262,1,246,1448,1711,4294
746,0,251,1,254,1,245,0,316,1637,1594,4015
747,0,304,0,207,0,317,0,513,1611,1574,4367
748,1,279,0,276,0,141,0,322,1688,1695,4182
749,0,246,0,243,0,275,0,355,1446,1446,4206
750,0,253,3,2181.6824120603014,0,313,0,284,1571,1551,4287
751,1,331,0,345,0,302,0,270,1558,1629,4440
752,0,275,0,253,0,411,1,295,1576,1604,4352
753,0,333,0,634,0,3,0,289,1574,1633,4261
754,0,287,0,262,0,241,0,217,1522,1609,4239
755,1,347,0,263,0,279,0,307,1627,1580,4422
756,1,253,0,295,0,238,4,3072.523618090452,1629,1578,3992
757,1,288,1,355,0,282,0,268,1610,1609,4259
758,0,328,2,1250.8412060301507,0,333,0,240,1642,1546,4434
759,0,373,0,282,2,1137.8412060301507,0,297,1637,1552,4553
760,0,233,0,409,0,181,0,246,1609,1593,4330
761,0,288,0,309,1,274,2,1114.8412060301507,1663,1531,4314
762,2,1304.8412060301507,0,287,0,284,0,279,1664,1582,5691.841206030151
763,3,1939.6824120603014,0,260,0,223,0,302,1650,1347,5981.682412060301
764,3,1996.6824120603014,0,337,0,327,0,299,1659,1589,5956.682412060301
765,0,250,0,395,0,292,0,295,1517,1674,3871
766,1,292,1,207,2,1143.8412060301507,0,282,1328,1398,4328
767,3,1965.6824120603014,0,322,0,378,0,229,1627,1506,5870.682412060301
768,1,339,4,2867.523618090452,0,397,0,283,1638,1683,4496
769,1,287,0,284,0,295,0,243,476,1663,4551
770,1,250,2,1257.8412060301507,0,362,0,307,1615,1448,4215
771,0,241,1,268,0,301,0,266,1609,1677,4299
772,1,365,0,264,0,398,0,275,1667,1590,4530
773,0,263,2,1060.8412060301507,0,280,0,304,1643,1619,4302
774,0,295,1,333,2,1021.8412060301507,0,351,1631,1536,4481
775,0,331,0,395,0,109,0,210,1576,1578,4212
776,0,321,0,288,2,1087.8412060301507,0,250,1582,1687,4753
777,0,347,0,284,0,336,2,1160.8412060301507,1340,1617,4593
778,0,390,3,2149.6824120603014,0,242,2,1044.8412060301507,1552,1613,4562
779,0,374,0,335,0,391,0,407,1618,1629,4336
780,0,292,1,267,0,285,0,336,1645,1517,4282
781,1,265,0,257,1,276,0,284,1647,1576,4539
782,0,287,2,1332.8412060301507,0,317,0,245,1408,1546,4202
783,1,276,1,236,0,244,1,229,1548,1650,4472
784,1,504,1,227,0,241,0,244,1571,1633,4444
785,1,281,0,304,1,238,1,294,1562,1616,4208
786,0,276,0,284,0,317,1,252,1590,1551,4307
787,0,183,0,341,0,272,0,293,1644,1572,4164
788,0,322,0,407,1,415,0,348,1644,1609,4361
789,0,257,0,230,0,319,1,252,1604,1547,4335
790,0,279,1,480,0,309,0,274,1634,1695,4515
791,0,266,0,269,0,299,1,283,1340,1558,4305
792,1,257,1,253,1,244,0,178,1503,1597,4205
793,0,300,1,233,0,292,0,289,1573,1613,4202
794,0,379,0,341,0,392,0,309,1688,1503,4748
795,1,321,0,301,3,1916.6824120603014,0,336,1641,1611,4314
796,0,373,1,235,1,251,4,3027.523618090452,1448,1476,4301
797,0,291,1,322,1,365,1,257,1495,1560,3554
798,0,244,0,289,0,356,0,305,1597,1398,4703
799,0,311,0,241,0,362,0,278,1497,1613,4288
800,0,252,0,390,0,253,0,185,1408,1586,4324
801,0,348,0,301,0,259,0,385,1514,1468,4373
802,2,1272.8412060301507,0,338,0,277,0,226,1602,1548,4985.841206030151
803,0,296,0,291,0,355,0,313,1514,1546,4215
804,0,424,0,240,0,293,4,2804.523618090452,1615,1619,4385
805,0,223,0,301,0,260,0,194,1629,1403,4456
806,0,260,0,278,0,287,0,300,1581,1643,4125
807,0,321,0,246,0,274,0,166,1632,1607,4340
808,0,339,4,3175.523618090452,0,227,0,222,1536,1607,4287
809,0,246,0,221,0,305,0,293,1607,1560,4446
810,0,298,0,251,0,256,0,236,1687,1582,4487
811,0,176,1,261,0,247,0,317,1620,1607,4514
812,0,238,1,234,1,277,0,303,1588,1414,4302
813,0,215,1,233,0,399,3,1880.6824120603014,1503,1638,4465
814,0,226,0,347,0,413,3,1917.6824120603014,1607,1483,4509
815,0,245,0,326,0,250,0,294,1683,1503,4103
816,0,311,0,234,1,250,1,369,1601,1328,4821
817,0,234,2,1124.8412060301507,4,2953.523618090452,1,236,1495,1586,4236
818,0,431,0,240,0,213,0,250,1585,1653,4355
819,0,225,0,274,0,351,1,297,1552,1643,4251
820,0,705,0,489,0,310,0,288,1692,1593,5247
821,0,293,0,248,0,504,0,226,1558,1504,4471
822,0,230,1,298,0,231,0,254,1640,1644,4257
823,0,290,2,1086.8412060301507,0,494,0,284,1515,1578,4084
824,0,251,0,474,0,230,1,308,1595,1601,4135
825,2,1064.8412060301507,0,233,1,304,1,254,1655,1627,4806.841206030151
826,4,2899.523618090452,0,313,0,475,0,300,1546,1627,7161.523618090452
827,0,302,0,272,0,246,2,1100.8412060301507,1503,1482,4329
828,0,325,0,189,0,376,0,288,1598,1589,4656
829,1,244,0,344,0,393,0,725,1645,1611,4096
830,0,238,0,352,0,239,0,283,1115,1646,4335
831,0,302,0,253,0,254,0,327,1579,1598,4382
832,0,286,0,240,0,318,0,299,1683,1620,3878
833,0,264,1,235,1,342,3,2140.6824120603014,1598,1622,4364
834,0,190,0,238,0,291,0,282,1591,1346,4240
835,3,2874.6824120603014,0,266,2,933.8412060301507,1,358,1394,1613,6821.682412060301
836,0,268,0,305,1,259,0,225,1613,1627,4799
837,1,278,1,291,1,230,0,279,1596,1547,4406
838,0,343,0,270,0,293,1,293,1590,1562,4687
839,0,283,5,4102.364824120603,0,346,1,322,1602,1483,4401
840,0,243,0,231,0,236,1,249,1589,1560,4423
841,1,296,0,296,0,1644,0,221,1613,1558,4497
842,0,302,0,245,0,272,0,309,1115,1536,4791
843,0,192,0,274,0,274,0,272,1616,1620,4288
844,0,223,0,240,4,2616.523618090452,1,262,1590,1598,4346
845,0,327,0,307,2,1353.8412060301507,0,376,1517,1493,3868
846,1,270,0,352,0,297,0,325,1662,1678,4197
847,1,210,0,195,0,222,0,199,1506,1493,4338
848,1,274,1,293,0,281,0,224,1534,1551,4458
849,0,228,0,260,0,295,0,280,1627,1669,4336
850,0,259,1,335,0,311,1,224,1394,1640,4109
851,0,292,0,228,0,267,5,4138.364824120603,1347,1572,4488
852,0,260,0,278,0,270,0,348,1572,1582,4286
853,0,330,0,251,0,263,1,244,1562,1638,3694
854,0,335,3,2035.6824120603014,1,297,0,345,1687,1572,4404
855,1,283,1,298,0,295,0,279,1585,1536,4375
856,0,267,1,313,0,418,3,2034.6824120603014,1538,1394,4425
857,1,302,0,375,2,1060.8412060301507,0,287,1574,1536,4627
858,1,249,0,287,1,313,1,284,1645,1645,5074.841206030151
859,0,234,0,404,0,208,0,345,1622,1677,4109
860,0,312,0,218,1,239,0,268,1631,1641,4436
861,0,251,0,246,0,230,0,249,1692,1596,4585
862,0,264,0,241,0,297,0,236,1504,1711,4294
863,1,281,1,347,0,223,1,321,1562,1582,4248
864,0,257,0,297,0,277,0,280,1572,1615,4320
865,0,737,0,251,0,336,0,241,1547,1589,4325
866,0,136,0,226,0,272,1,274,1592,1644,4355
867,0,212,1,337,0,259,1,218,1482,1640,4345
868,0,321,1,240,0,351,0,287,1613,1645,4335
869,0,967,0,338,0,283,0,283,1607,1497,5181
870,0,332,0,286,0,234,0,258,1607,1585,4402
871,0,404,2,1239.8412060301507,0,361,0,276,1579,1546,4558
872,0,186,0,270,0,240,0,232,1576,1572,4201
873,1,279,0,311,0,272,0,275,1695,1663,4006
874,0,343,0,277,0,217,0,238,1593,1590,4459
875,1,267,1,228,3,1969.6824120603014,0,223,1446,1394,4381
876,0,289,1,392,0,147,1,270,1604,1562,4617
877,0,268,2,1301.8412060301507,0,220,1,288,1631,1537,4269
878,0,222,0,307,0,220,0,241,1504,1581,3989
879,0,224,0,243,0,222,1,269,1615,1632,4287
880,0,288,0,407,1,219,0,335,1546,1585,4298
881,0,203,0,335,1,268,0,249,1607,1694,4243
882,0,318,0,247,1,424,1,241,1580,1616,4651
883,0,268,0,284,0,264,0,291,1546,1546,4501
884,0,287,0,228,0,284,0,285,1664,1604,4394
885,0,400,2,1112.8412060301507,0,399,0,341,1468,1621,4552
886,0,543,0,307,0,209,0,310,1609,1115,4669
887,0,202,1,246,0,242,1,269,1669,1705,4592
888,0,253,0,230,0,261,1,346,1545,1593,4083
889,0,347,0,287,1,304,0,239,1527,1652,4751
890,0,269,0,322,0,294,0,352,1575,1659,4445
891,1,109,0,282,1,306,0,271,1590,1459,4298
892,0,300,0,292,2,1176.8412060301507,0,274,1558,1627,4446
893,0,307,0,273,0,272,2,1092.8412060301507,1560,1546,4139
894,0,250,0,206,0,246,0,292,1627,1632,4347
895,0,299,1,395,0,286,0,189,1573,1653,4302
896,1,369,1,225,0,308,0,400,1609,1506,4433
897,0,256,0,352,0,323,0,259,1643,1644,4348
898,0,695,1,334,0,281,1,317,1560,1579,5606
899,5,3777.364824120603,0,234,0,302,2,1121.8412060301507,1631,1115,7665.364824120603
900,0,287,0,388,0,248,0,267,1609,1601,4784
901,0,238,2,1263.8412060301507,0,275,0,399,1667,1616,4165
902,0,459,0,316,0,254,0,310,1590,1607,4310
903,0,316,0,312,2,1117.8412060301507,5,3792.364824120603,1634,1341,4289
904,1,344,2,1059.8412060301507,1,228,0,304,1694,1609,4622
905,0,235,0,317,0,262,0,317,1659,1645,4205
906,0,262,1,328,0,365,0,244,1641,1483,4277
907,0,293,0,366,0,321,0,260,1548,1664,4357
908,0,245,0,397,0,238,0,270,1408,1642,4164
909,0,268,1,303,0,252,0,203,1590,1634,4427
910,5,3650.364824120603,0,377,0,299,0,502,1602,1610,7660.364824120603
911,0,229,0,267,0,195,0,251,1538,1604,4281
912,0,251,0,294,0,264,0,283,1604,1705,4357
913,1,279,0,282,0,296,0,228,1408,1580,4546
914,0,287,0,283,0,246,0,404,1596,1582,4423
915,0,314,0,290,0,218,0,246,1546,1637,4457
916,0,399,0,337,1,294,0,287,1663,1615,4643
917,0,379,0,215,2,1087.8412060301507,0,236,1615,1557,4471
918,0,224,0,284,1,327,0,260,1446,1617,4280
919,1,268,0,388,0,274,1,243,1587,1650,4285
920,0,317,0,221,1,235,0,302,1661,1537,4307
921,0,218,0,314,0,304,0,284,1716,1687,4690
922,3,2285.6824120603014,0,226,0,245,0,234,1643,1546,6409.682412060301
923,0,352,0,321,0,292,1,290,1593,1705,5299
924,0,264,0,296,0,274,0,391,1591,1564,4548
925,0,451,2,1182.8412060301507,0,258,0,268,1408,1640,4441
926,1,233,0,302,0,411,0,307,1637,1593,4239
927,2,1229.8412060301507,2,1551.8412060301507,0,316,0,289,1627,1503,5506.841206030151
928,0,392,0,294,0,291,0,276,476,1607,4481
929,0,308,2,1207.8412060301507,3,1913.6824120603014,0,249,1609,1711,4399
930,0,281,0,305,2,1105.8412060301507,0,231,1442,1394,4125
931,0,246,1,279,0,307,0,313,1576,1616,4376
932,0,322,1,293,0,235,0,178,1611,1578,4397
