Test,RTX_1,Hop1,RTX_2,Hop2,RTX_3,Hop3,RTX_4,Hop4,Nodal_HopUp,Nodal_HopDown,RTT
87,0,334,0,276,0,252,0,334,1552,1668,4506
88,0,306,0,247,0,220,1,220,1654,1551,3904
89,0,247,0,344,2,1177.8412060301507,0,296,1560,1645,4403
90,0,288,3,2033.6824120603014,1,287,0,275,1643,1647,4225
91,0,343,1,370,0,231,1,263,1597,1496,4393
92,0,203,0,333,0,337,0,342,1448,1631,4249
93,0,321,0,231,0,227,0,192,1503,1647,4359
94,1,226,0,290,1,227,1,322,1601,1546,4318
95,0,300,0,305,0,346,0,255,1598,1590,4332
96,0,266,1,328,0,294,0,295,1645,1580,4648
97,0,281,0,367,0,231,0,354,1515,1656,4360
98,0,209,0,228,0,237,0,243,1555,1593,4178
99,0,293,0,292,0,269,0,258,1615,1579,4509
100,1,296,0,391,5,3804.364824120603,1,277,1581,1594,4543
101,0,271,1,383,1,344,0,282,1634,1640,4095
102,0,297,0,289,0,301,2,1100.8412060301507,1688,1497,4310
103,0,338,0,245,0,384,0,276,1683,1495,4264
104,1,231,4,2798.523618090452,0,279,0,261,1525,1663,4320
105,0,359,1,261,0,280,0,268,1678,1615,4362
106,0,189,0,282,1,263,0,289,1583,1609,4168
107,0,259,0,321,0,378,0,378,1631,1627,4358
108,0,360,0,232,0,248,0,355,1537,1604,4048
109,0,244,0,427,0,276,0,289,1581,1601,4217
110,0,257,0,252,0,737,0,453,1655,1575,4220
111,0,262,0,354,0,324,0,228,1560,1601,4782
112,0,236,0,331,1,246,0,240,1638,1619,4401
113,0,250,0,234,0,281,0,267,1627,1668,4210
114,0,321,0,330,0,365,3,1930.6824120603014,1496,1503,4488
115,1,377,0,284,0,346,0,262,1692,1377,4391
116,0,216,0,244,0,229,0,205,1628,1595,4048
117,0,295,0,258,0,308,2,1134.8412060301507,1640,1643,4247
118,2,1298.8412060301507,0,370,2,1143.8412060301507,0,207,1589,1558,5566.841206030151
119,0,362,0,221,0,288,1,267,1654,1669,3903
120,0,294,0,144,0,227,3,1918.6824120603014,1632,1536,4369
121,0,415,0,247,0,229,0,297,1607,1624,4647
122,0,202,0,244,1,275,0,289,1555,1617,3925
123,0,336,2,1174.8412060301507,0,260,1,292,1607,1604,4204
124,1,265,1,293,1,208,0,296,1527,1662,4289
125,0,245,0,307,0,285,1,300,1576,1678,4203
126,0,442,0,293,0,471,1,223,1589,1496,4261
127,0,219,0,202,1,219,1,280,1446,1592,4246
128,0,373,0,283,0,252,0,301,1668,1531,4912
129,0,393,1,268,0,287,0,410,1546,1611,5723
130,3,2068.6824120603014,0,260,1,251,0,317,1688,476,9436.047236180904
131,0,263,0,344,0,302,0,243,1662,1543,4413
132,0,425,0,278,2,1158.8412060301507,0,345,1638,1593,4615
133,0,276,0,451,0,278,0,266,1493,1575,4212
134,0,333,1,376,0,246,0,231,1604,1560,4269
135,1,279,0,373,0,328,1,287,1560,1602,3976
136,0,275,0,314,0,343,0,300,1403,1633,4443
137,0,276,0,336,0,303,0,352,1586,1621,4158
138,1,192,0,335,2,1082.8412060301507,0,235,1576,1615,4150
139,0,231,0,291,0,233,1,392,1562,1517,4429
140,1,263,0,236,0,304,1,379,1647,1611,3710
141,1,250,0,285,0,414,0,301,1448,1622,4252
142,0,295,3,2090.6824120603014,0,256,0,357,1716,1620,4023
143,0,322,0,308,0,278,0,241,1624,1555,4310
144,0,329,0,355,0,352,0,268,1483,1613,4229
145,0,216,0,374,0,184,0,419,1662,1442,4378
146,0,248,0,286,1,300,1,294,1575,1620,4153
147,0,283,0,249,0,267,1,207,1543,1527,4824
148,0,242,1,287,0,198,4,2666.523618090452,1593,1669,4322
149,3,1986.6824120603014,4,2850.523618090452,1,245,0,289,1637,1485,7516.682412060301
150,1,293,0,365,0,354,1,293,1589,1546,4524
151,0,310,0,309,0,284,0,231,1562,1650,4497
152,0,240,0,328,1,972,0,348,1496,1609,4662
153,0,229,1,248,0,342,1,299,1663,1495,4217
154,0,304,0,288,0,300,0,273,1545,1591,4144
155,0,244,0,291,0,261,0,268,1548,1618,4053
156,0,272,0,259,0,172,3,1904.6824120603014,1468,1640,4332
157,0,282,1,291,0,265,0,337,1629,1633,4404
158,0,297,0,235,0,366,0,277,1613,1572,4367
159,0,259,0,284,0,276,1,250,1573,1514,4350
160,0,302,0,226,0,253,4,2666.523618090452,1690,1495,4178
161,0,367,0,634,0,227,0,282,1622,1711,4540
162,0,252,1,239,1,275,0,267,1618,1598,4499
163,0,299,1,392,0,265,1,281,1536,1618,4208
164,0,293,0,278,1,263,1,251,1663,1601,4332
165,0,236,0,235,0,296,0,228,1633,1536,4265
166,0,241,0,284,1,345,0,278,1677,1503,4394
167,0,347,0,425,0,264,1,297,1621,1620,4424
168,0,376,1,274,0,429,0,240,1639,1546,4288
169,0,310,0,225,3,2087.6824120603014,0,310,1581,1598,4201
170,2,1044.8412060301507,2,1395.8412060301507,0,234,0,424,1643,1558,4860.841206030151
171,0,333,0,406,2,1211.8412060301507,0,424,1546,1639,4459
172,0,136,1,371,0,318,0,335,1688,1604,4238
173,0,273,0,297,0,205,0,361,1610,1496,4164
174,1,243,0,291,2,1105.8412060301507,1,362,1633,1644,4336
175,0,263,1,365,0,236,0,279,1632,1476,4204
176,0,330,0,238,0,262,0,258,1495,1536,4469
177,0,205,0,297,0,259,0,393,1546,1595,4250
178,0,290,3,1842.6824120603014,0,266,2,1313.8412060301507,1628,1580,4555
179,0,268,1,268,0,310,1,285,1588,1704,4189
180,0,335,1,247,0,231,5,3577.364824120603,1531,1640,4329
181,0,274,0,161,0,347,0,268,1683,1605,5253
182,0,296,0,288,0,253,0,357,1586,1645,4512
183,0,279,0,334,0,391,0,194,1634,1640,4365
184,0,265,0,281,0,376,1,233,1596,1394,4587
185,4,3100.523618090452,0,235,0,272,0,231,1627,1514,7124.523618090452
186,0,281,0,393,0,325,0,238,1545,1546,4244
187,0,255,2,1167.8412060301507,0,189,0,257,1328,1587,4355
188,0,406,3,2064.6824120603014,0,340,0,248,1704,1704,4675
189,0,351,1,261,0,205,0,248,1555,1711,4413
190,0,269,0,245,1,279,0,258,1341,1683,4267
191,0,339,0,300,0,289,0,256,1638,1620,4125
192,0,226,0,263,1,274,1,496,1632,1547,3892
193,0,291,0,261,0,244,0,274,1687,1654,4266
194,0,361,1,287,0,281,0,315,1619,1616,4698
195,0,285,0,396,1,238,0,234,1668,1607,4343
196,0,319,0,202,1,316,0,229,1668,1597,4384
197,0,353,0,260,0,231,0,273,1615,1579,4530
198,0,215,0,340,4,2919.523618090452,2,1082.8412060301507,1629,1558,4180
199,0,228,0,293,0,359,0,294,1637,1394,4349
200,0,199,0,289,0,392,0,315,1483,1615,4310
201,0,301,0,337,0,264,0,287,1639,1576,4534
202,0,221,0,276,0,233,0,270,1574,1653,4443
203,0,353,2,1126.8412060301507,0,280,4,2763.523618090452,1557,1503,4918
204,0,407,0,531,0,984,0,263,1551,1522,4592
205,0,201,0,210,0,257,0,399,1548,1650,4596
206,0,303,0,284,0,300,0,203,1620,1525,3245
207,0,292,0,256,0,222,0,293,1394,1560,4383
208,0,358,0,255,0,283,0,327,1627,1586,4263
209,1,346,0,494,0,239,0,254,1640,1546,4073
210,0,370,0,233,0,276,0,288,1688,1655,4404
211,0,283,0,407,0,241,0,229,1706,1601,4233
212,0,310,1,270,0,264,0,293,1655,1576,4342
213,0,230,0,395,0,279,0,330,1527,1705,4417
214,0,266,0,251,0,232,0,293,1688,1536,4176
215,0,328,0,232,0,280,0,254,1659,1639,4313
216,0,271,3,1939.6824120603014,0,243,0,235,1517,1633,4292
217,1,347,2,1185.8412060301507,0,250,0,257,1663,1504,4491
218,2,1258.8412060301507,1,249,0,325,0,231,1394,1627,5216.841206030151
219,0,307,0,303,0,214,2,1212.8412060301507,1592,1711,4462
220,2,1334.8412060301507,0,307,0,283,0,327,1647,1631,4974.841206030151
221,0,460,0,247,0,294,0,272,1640,1446,4614
222,0,315,0,302,0,267,1,198,1655,1531,4388
223,0,302,0,241,0,318,0,336,1663,1538,4287
224,0,261,1,270,4,2924.523618090452,3,2032.6824120603014,1408,1655,4330
225,1,258,4,2800.523618090452,0,263,1,243,1590,1446,4308
226,0,230,0,257,0,281,0,280,1662,1706,4357
227,1,468,0,281,0,238,0,193,1643,1557,4492
228,0,297,0,321,0,284,0,351,1547,1514,4412
229,4,2860.523618090452,5,3738.364824120603,0,355,0,253,1639,1688,6766.523618090452
230,5,3642.364824120603,0,196,0,233,1,274,1537,1576,8060.364824120603
231,0,271,0,304,0,269,0,234,1652,1704,4325
232,0,293,0,230,1,271,0,338,1638,1650,4164
233,0,278,0,414,0,340,5,3705.364824120603,1644,1645,4417
234,0,236,0,234,0,257,0,222,1643,1558,4303
235,2,1306.8412060301507,0,277,2,1130.8412060301507,0,219,1602,1633,5248.841206030151
236,0,306,0,164,0,233,0,304,1663,1661,4303
237,0,306,0,351,1,287,0,310,1643,1468,4434
238,0,305,1,347,0,243,1,284,1601,1659,4418
239,0,301,0,228,0,351,1,274,1643,1648,4066
240,0,276,0,60,1,245,0,264,1617,1667,4377
241,0,188,0,275,1,301,0,292,1202,1663,3821
242,2,1100.8412060301507,1,293,0,231,0,310,1604,1482,5007.841206030151
243,0,277,0,304,0,267,0,413,1627,1572,4111
244,2,1171.8412060301507,1,275,0,289,0,244,1534,1341,5531.841206030151
245,0,317,0,293,0,383,0,221,1730,1631,4459
246,1,279,0,296,0,308,0,294,1609,1716,4474
247,4,2995.523618090452,0,318,0,269,1,229,1632,1536,7337.523618090452
248,0,231,0,278,1,243,0,222,1448,1408,4284
249,0,230,0,231,0,294,0,354,1641,1617,4519
250,0,315,1,459,2,1235.8412060301507,0,203,1665,1605,4375
251,4,2887.523618090452,0,246,0,282,4,3002.523618090452,1647,1637,6538.523618090452
252,0,288,0,322,0,261,0,354,1627,1347,4459
253,0,331,0,437,1,268,0,273,1629,1536,11301.729648241206
254,0,240,0,354,0,354,0,233,1663,1683,4154
255,0,296,2,1175.8412060301507,0,262,0,234,1658,1648,4431
256,2,1134.8412060301507,0,300,0,249,0,246,1536,1616,5124.841206030151
257,0,309,0,336,0,226,0,271,1627,1683,4040
258,0,229,0,290,0,250,0,276,1482,1589,4320
259,0,398,0,258,0,244,0,292,1596,1546,4115
260,0,339,1,321,0,441,0,923,1602,1611,4275
261,1,369,0,263,0,411,0,266,1587,1495,4538
262,0,370,0,287,0,259,1,233,1650,1611,4379
263,0,310,1,183,0,282,0,291,1619,1589,4260
264,0,224,0,252,2,1084.8412060301507,0,302,1548,1552,4303
265,1,300,1,308,0,290,0,301,1615,1683,3746
266,1,293,0,313,0,269,0,276,1459,1616,4708
267,0,626,0,306,1,312,0,283,1625,1576,4199
268,0,296,0,261,0,263,0,224,1562,1328,4317
269,0,210,0,243,1,253,0,297,1554,1643,3865
270,0,282,2,1208.8412060301507,0,392,0,287,1476,1580,4234
271,1,269,1,189,1,245,0,318,1571,1663,4210
272,1,290,1,483,2,1225.8412060301507,1,290,1663,1562,4064
273,0,237,4,2955.523618090452,0,274,0,316,1629,1582,4530
274,0,289,0,161,0,299,0,330,1648,1588,4322
275,0,318,1,237,0,297,0,281,1607,1662,4192
276,0,397,0,299,0,421,0,228,1587,1202,4049
277,0,398,0,309,0,272,0,236,1687,1683,4423
278,0,312,2,1240.8412060301507,0,238,0,188,1575,1631,4540
279,0,350,0,317,0,313,0,382,1655,1705,4249
280,0,209,0,351,0,338,0,301,1536,1653,4213
281,0,352,0,330,0,543,0,260,1557,1589,4480
282,3,2008.6824120603014,4,3110.523618090452,0,347,0,263,1503,1604,5921.682412060301
283,1,266,0,321,0,284,0,256,1634,1668,4326
284,0,234,0,306,0,321,1,228,1616,1495,4520
285,1,259,1,267,0,270,2,1115.8412060301507,1645,1632,4238
286,0,337,0,333,0,382,0,277,1587,1537,4182
287,0,223,0,459,1,293,0,284,1629,1558,4123
288,0,283,1,290,2,1123.8412060301507,0,335,1581,1641,4314
289,1,737,0,225,1,413,0,396,1683,1589,4829
290,0,338,0,205,0,233,0,309,1730,1604,5094
291,0,264,0,235,1,275,1,393,1633,1667,4766
292,0,309,1,221,0,390,2,1136.8412060301507,1579,1646,4408
293,0,362,0,293,0,737,1,285,1615,1341,4557
294,0,228,0,426,2,1040.8412060301507,0,460,1705,1578,4480
295,0,198,1,231,0,355,0,273,1546,1515,4612
296,1,234,0,327,0,370,0,322,1607,1616,4003
297,0,406,0,231,1,308,0,289,1620,1600,4594
298,0,279,1,279,0,228,0,316,1590,1574,4915
299,0,223,0,224,0,181,0,218,1640,1658,4196
300,0,279,0,237,1,279,0,300,1551,1593,4138
301,0,554,0,207,0,338,0,270,1604,1687,4666
302,0,246,0,257,0,225,0,306,1663,1347,4438
303,2,1283.8412060301507,0,1644,0,283,0,395,1695,1545,5307.841206030151
304,0,338,0,312,1,241,0,257,1557,1659,4163
305,0,274,0,245,0,296,0,362,1403,1394,4478
306,0,360,1,308,0,397,0,207,1627,1596,4069
307,0,289,0,284,0,245,0,593,1659,1202,4334
308,0,337,0,263,0,257,3,2040.6824120603014,1595,1618,4609
309,1,184,0,361,4,3116.523618090452,0,312,1537,1605,4057
310,0,226,2,1123.8412060301507,0,327,0,227,1613,1574,4762
311,0,238,0,274,0,254,0,336,1644,1574,4415
312,2,1029.8412060301507,1,407,0,298,2,1231.8412060301507,1659,1620,5061.841206030151
313,1,371,1,234,2,1262.8412060301507,0,419,1503,1546,4484
314,1,289,0,277,0,400,0,278,1622,1586,4247
315,0,273,1,292,0,370,0,273,1600,1554,4481
316,1,316,0,419,0,367,1,298,1627,1581,4212
317,0,242,0,279,2,1099.8412060301507,0,290,1683,1678,4353
318,1,249,3,1969.6824120603014,0,174,1,273,1615,1632,4220
319,0,278,0,293,1,298,0,240,1495,1638,4415
320,0,242,0,419,0,300,0,398,1620,1115,4480
321,0,227,0,272,0,284,0,281,1609,1601,4358
322,0,200,0,286,0,295,0,256,1640,1398,2767
323,1,339,0,212,0,295,0,242,1583,1537,5230.841206030151
324,0,244,0,293,0,243,0,288,1573,1664,4149
325,0,271,0,358,0,277,0,207,1576,1617,4622
326,0,310,0,296,0,252,0,289,1545,1534,5277.841206030151
327,0,435,0,421,0,262,0,246,1616,1677,4605
328,0,279,0,288,0,249,0,236,1622,1711,4397
329,0,245,0,246,1,224,0,409,1627,1558,4163
330,0,302,1,333,1,972,0,257,1705,1616,4173
331,4,2824.523618090452,0,290,2,1025.8412060301507,0,298,1711,1347,6586.523618090452
332,0,295,0,287,0,302,0,228,1476,1459,4537
333,0,312,0,283,0,297,2,887.8412060301507,1607,1650,4486
334,0,310,0,504,0,294,0,264,1668,1572,4417
335,0,340,1,327,0,299,0,429,1398,1328,4289
336,0,242,0,272,1,354,0,292,1632,1677,4246
337,0,267,0,242,0,340,0,499,1536,1625,4471
338,0,310,0,286,0,309,0,355,1627,1631,4385
339,0,198,0,178,0,321,1,392,1627,1591,7840.364824120603
340,0,288,0,372,1,233,0,301,1575,1522,4360
341,0,265,1,292,0,265,0,242,1517,1497,4205
342,0,228,0,339,0,298,0,262,1558,1627,4339
343,0,231,0,284,0,232,0,222,1678,1564,4214
344,0,269,2,1218.8412060301507,1,269,0,347,1582,1442,4397
345,2,1598.8412060301507,0,301,2,1046.8412060301507,0,316,1645,1632,5568.841206030151
346,1,228,0,250,0,232,0,289,1619,1578,4659
347,0,308,0,281,0,241,0,294,1627,1506,4335
348,1,292,0,292,0,276,1,281,1683,1604,4734
349,0,175,0,293,0,269,0,310,1546,1620,4263
350,3,2385.6824120603014,0,302,0,268,0,254,1562,1545,6373.682412060301
351,0,261,2,1076.8412060301507,1,209,1,242,1590,1706,4358
352,1,805,1,188,0,242,0,289,1483,1572,4826
353,0,308,1,361,0,235,0,229,1585,1582,4402
354,0,276,0,298,0,243,0,228,1690,1645,4418
355,0,262,0,251,0,344,0,262,1578,1583,4234
356,0,445,0,235,0,276,4,2797.523618090452,1604,1613,4755
357,0,304,0,235,0,231,0,263,1571,1639,4489
358,0,242,0,356,0,240,0,222,1687,1647,7899.364824120603
359,0,327,1,294,0,317,0,279,1546,1531,4331
360,0,292,0,267,0,236,0,277,1667,1592,4277
361,0,389,0,287,0,280,0,245,1607,1644,4330
362,0,214,1,391,0,232,1,245,1115,1468,4377
363,0,239,0,306,0,305,0,281,1562,1459,4511
364,0,255,0,281,0,277,0,230,1590,1585,4366
365,1,254,0,260,0,251,0,361,1659,1495,4354
366,0,271,0,223,0,302,0,191,1632,1644,4213
367,0,234,2,1239.8412060301507,1,260,1,161,1655,1515,4119
368,0,353,0,267,0,317,0,362,1621,1483,4599
369,0,277,0,231,0,322,2,1166.8412060301507,1562,1586,4414
370,0,393,1,220,1,229,0,258,1629,1582,4481
371,0,300,0,296,0,374,0,270,1572,1557,4269
372,1,218,0,279,1,283,0,339,1596,1560,4472
373,0,272,0,288,1,259,0,236,1476,1646,4428
374,0,308,0,302,0,245,0,312,1705,1607,5039
375,0,234,0,236,1,343,0,354,1552,1536,4646
376,0,251,0,296,0,347,5,3620.364824120603,1648,1576,4409
377,0,278,1,259,0,242,1,320,1595,1598,4122
378,0,288,1,240,1,279,1,252,1643,1615,4299
379,5,3519.364824120603,1,183,1,264,1,413,1448,1587,7570.364824120603
380,0,251,0,200,0,275,0,358,1596,1622,4129
381,1,228,4,3053.523618090452,0,305,0,284,1627,1609,4463
382,5,3836.364824120603,3,2149.6824120603014,0,235,0,284,1585,1495,7793.364824120603
383,0,271,0,244,1,231,0,299,1562,1688,4455
384,0,172,1,268,0,257,2,1157.8412060301507,1531,1546,4255
385,0,544,0,258,0,227,0,301,1654,1705,4735
386,0,276,0,290,1,359,0,218,1557,1578,4250
387,4,2672.523618090452,1,427,0,268,0,271,1627,1613,6709.523618090452
388,0,260,0,269,0,251,0,263,1609,1408,4226
389,0,281,0,284,0,254,1,468,1609,1578,4532
390,0,404,3,1865.6824120603014,0,259,0,309,1609,1607,4489
391,1,255,0,218,0,234,0,196,1575,1506,4214
392,0,302,0,265,1,205,0,262,1578,1115,4061
393,0,298,0,292,2,1069.8412060301507,2,1219.8412060301507,1562,1618,4129
394,0,281,2,2283.8412060301507,0,323,1,178,1503,1647,3764
395,0,337,0,263,2,1242.8412060301507,1,330,1548,1503,4681
396,0,343,0,393,0,270,0,271,1531,1620,4323
397,0,413,0,233,0,410,0,186,1468,1581,4605
398,2,1102.8412060301507,0,191,0,258,0,287,1643,1560,5139.841206030151
399,0,271,2,1244.8412060301507,1,265,0,261,1572,1545,4412
400,4,2764.523618090452,1,289,0,239,0,201,1503,1607,6919.523618090452
401,0,318,0,384,0,475,1,291,1414,1683,4377
402,0,331,0,238,0,297,0,330,1629,1622,4318
403,0,279,0,325,1,281,0,294,1506,1571,4471
404,0,267,0,205,0,427,0,335,1552,1644,4516
405,0,338,4,3015.523618090452,0,299,0,248,1601,1629,4321
406,0,260,2,1387.8412060301507,0,253,1,245,1562,1611,4305
407,0,277,0,231,2,1115.8412060301507,1,256,1546,1493,4538
408,0,284,0,247,0,298,0,397,1631,1625,4049
409,0,254,0,427,0,141,0,322,1669,1616,4376
410,0,298,0,237,3,1944.6824120603014,0,288,1613,1558,4202
411,0,285,0,270,0,357,0,307,1562,1562,4275
412,0,312,0,299,0,281,0,190,1659,1546,4148
413,1,317,1,254,2,1065.8412060301507,0,352,1643,1543,5235.841206030151
414,0,245,0,290,0,241,1,376,1564,1586,4369
415,0,281,0,230,1,357,0,195,1674,1627,4161
416,0,291,2,1161.8412060301507,0,423,0,378,1442,1611,4315
417,0,256,0,314,0,396,0,302,1704,1628,5263.841206030151
418,0,246,0,297,0,259,0,288,1661,1536,4204
419,1,458,1,315,0,297,1,203,1643,1598,4601
420,0,176,1,399,0,209,4,2749.523618090452,1414,1560,4377
421,0,269,0,259,0,254,4,3101.523618090452,1546,1531,4521
422,0,273,1,237,0,226,0,248,1572,1459,4357
423,0,303,1,306,0,336,0,277,1604,1590,4193
424,0,253,0,349,1,306,0,984,1609,1503,4419
425,0,296,0,245,0,203,0,275,1627,1576,4387
426,0,354,0,317,2,1224.8412060301507,0,744,1655,476,3923
427,0,276,0,262,0,273,0,276,1677,1640,4313
428,0,267,0,264,0,276,0,301,1664,1535,4406
429,0,280,1,203,0,273,0,287,1642,1607,4186
430,0,362,0,303,0,293,1,312,1586,1394,4517
431,0,244,1,404,0,338,0,343,1654,1692,4391
432,1,223,0,191,0,400,0,187,1645,1590,4287
433,0,347,0,254,3,1948.6824120603014,0,205,1398,1347,4585
434,0,287,1,287,2,1187.8412060301507,0,379,1531,1493,4780
435,0,371,1,276,0,254,0,397,1552,1546,4537
436,1,255,0,335,0,293,0,246,1581,1645,4475
437,0,349,2,1202.8412060301507,0,259,0,287,1669,1661,4482
438,0,287,1,276,0,241,0,224,1625,1647,4422
439,0,348,0,281,0,270,0,253,1620,1663,4580
440,2,1131.8412060301507,0,235,0,321,0,393,1547,1615,5250.841206030151
441,0,216,1,263,1,259,0,256,1683,1582,4273
442,0,256,0,379,1,259,1,318,1643,1554,4284
443,1,288,0,269,1,284,1,354,1575,1595,4297
444,0,365,0,236,0,259,0,230,1398,1647,4380
445,2,1151.8412060301507,0,491,0,226,0,311,1517,1705,5360.841206030151
446,0,245,0,274,0,267,0,285,1485,1607,4419
447,0,288,0,308,1,248,0,274,1590,1692,4217
448,0,532,0,273,1,264,2,1084.8412060301507,1346,1578,4544
449,0,238,0,287,0,267,0,351,1536,1628,4157
450,0,303,1,411,0,302,0,301,1638,1576,5089.841206030151
451,2,1143.8412060301507,0,244,1,385,0,224,1690,1604,5171.841206030151
452,1,200,0,234,0,387,0,236,1706,1534,4338
453,0,255,2,1185.8412060301507,0,325,0,236,1677,1632,3946
454,1,278,3,2087.6824120603014,0,253,0,250,1629,1640,4602
455,0,238,0,291,0,194,0,359,1506,1617,4421
456,0,270,0,328,0,306,0,278,1655,1551,4241
457,1,246,0,268,0,255,2,1077.8412060301507,1341,1537,4436
458,0,287,0,330,0,280,1,303,1627,1620,4368
459,0,381,1,229,0,250,1,308,1605,1574,4348
460,0,278,0,345,0,394,0,295,1627,1555,4410
461,0,239,0,236,0,293,0,290,1605,1634,4316
462,0,245,0,259,0,251,5,3769.364824120603,1535,1704,4449
463,1,297,0,266,0,245,0,243,1557,1629,4997
464,1,216,0,244,0,290,0,235,1517,1347,4113
465,2,1207.8412060301507,0,230,0,263,1,419,1620,1562,5315.841206030151
466,0,136,1,358,4,3146.523618090452,1,265,1115,1683,5158.841206030151
