Distance,Hop,RTT,PLR
1km,10,4406.682412060301,0.08695652173913043
1km,10,2969,0.0
1km,10,3858.8412060301507,0.045454545454545456
1km,10,3880.8412060301507,0.045454545454545456
1km,10,3822.8412060301507,0.045454545454545456
1km,10,4427.682412060301,0.08695652173913043
1km,10,5979.364824120603,0.16
1km,10,4285.682412060301,0.08695652173913043
1km,10,2633,0.0
1km,10,3902.8412060301507,0.045454545454545456
1km,10,4082.6824120603014,0.08695652173913043
1km,10,4752.682412060301,0.08695652173913043
1km,10,3604.8412060301507,0.045454545454545456
1km,10,4763.682412060301,0.08695652173913043
1km,10,5544.523618090452,0.125
1km,10,4607.682412060301,0.08695652173913043
1km,10,4678.682412060301,0.08695652173913043
1km,10,3758.8412060301507,0.045454545454545456
1km,10,3809.8412060301507,0.045454545454545456
1km,10,4688.682412060301,0.08695652173913043
1km,10,3851.8412060301507,0.045454545454545456
1km,10,7040.206030150754,0.16
1km,10,3765.8412060301507,0.045454545454545456
1km,10,4276.682412060301,0.08695652173913043
1km,10,6882.206030150754,0.19230769230769232
1km,10,9423.729648241206,0.25
1km,10,5481.523618090452,0.125
1km,10,2960,0.0
1km,10,2736,0.0
1km,10,5398.523618090452,0.125
1km,10,5442.523618090452,0.125
1km,10,7380.047236180904,0.19230769230769232
1km,10,2962,0.0
1km,10,4574.682412060301,0.08695652173913043
1km,10,2801,0.0
1km,10,7493.206030150754,0.19230769230769232
1km,10,5516.523618090452,0.125
1km,10,4611.682412060301,0.08695652173913043
1km,10,2966,0.0
1km,10,4859.682412060301,0.08695652173913043
1km,10,3710.8412060301507,0.045454545454545456
1km,10,3725.8412060301507,0.045454545454545456
1km,10,5486.523618090452,0.125
1km,10,8787.364824120603,0.125
1km,10,3617.8412060301507,0.045454545454545456
1km,10,5887.364824120603,0.125
1km,10,5716.523618090452,0.125
1km,10,4297.682412060301,0.08695652173913043
1km,10,4741.682412060301,0.08695652173913043
1km,10,5529.523618090452,0.125
1km,10,4632.682412060301,0.08695652173913043
1km,10,4568.682412060301,0.08695652173913043
1km,10,4185.682412060301,0.08695652173913043
1km,10,3769.8412060301507,0.045454545454545456
1km,10,5406.523618090452,0.125
1km,10,3701.8412060301507,0.045454545454545456
1km,10,4477.682412060301,0.08695652173913043
1km,10,2988,0.0
1km,10,8879.888442211055,0.2222222222222222
1km,10,5522.523618090452,0.125
1km,10,4381.682412060301,0.08695652173913043
1km,10,5354.523618090452,0.08695652173913043
1km,10,3718.8412060301507,0.045454545454545456
1km,10,4364.682412060301,0.08695652173913043
1km,10,3736.8412060301507,0.045454545454545456
1km,10,2915,0.0
1km,10,4652.682412060301,0.08695652173913043
1km,10,3634.8412060301507,0.045454545454545456
1km,10,7105.206030150754,0.19230769230769232
1km,10,5598.364824120603,0.16
1km,10,7820.047236180904,0.19230769230769232
1km,10,3887.8412060301507,0.045454545454545456
1km,10,5990.364824120603,0.125
1km,10,5506.523618090452,0.125
1km,10,4707.682412060301,0.08695652173913043
1km,10,8359.047236180904,0.2222222222222222
1km,10,3845.8412060301507,0.045454545454545456
1km,10,2946,0.0
1km,10,5629.364824120603,0.16
1km,10,6212.364824120603,0.125
1km,10,4001.6824120603014,0.08695652173913043
1km,10,3712.8412060301507,0.045454545454545456
1km,10,5560.523618090452,0.125
1km,10,5529.523618090452,0.125
1km,10,2904,0.0
1km,10,4019.8412060301507,0.045454545454545456
1km,10,4340.682412060301,0.08695652173913043
1km,10,6359.364824120603,0.16
1km,10,8779.888442211055,0.25
1km,10,8214.206030150754,0.16
1km,10,6925.523618090452,0.125
1km,10,2933,0.0
1km,10,6967.206030150754,0.19230769230769232
1km,10,8603.888442211055,0.2222222222222222
1km,10,2863,0.0
1km,10,5481.523618090452,0.125
1km,10,4610.682412060301,0.08695652173913043
1km,10,2850,0.0
1km,10,4493.682412060301,0.08695652173913043
1km,10,4508.682412060301,0.08695652173913043
1km,10,5888.364824120603,0.16
1km,10,8402.888442211055,0.2222222222222222
1km,10,4613.682412060301,0.08695652173913043
1km,10,5509.523618090452,0.125
1km,10,5459.523618090452,0.125
1km,10,6145.364824120603,0.16
1km,10,4275.841206030151,0.045454545454545456
1km,10,4407.682412060301,0.08695652173913043
1km,10,2914,0.0
1km,10,6077.364824120603,0.125
1km,10,3004,0.0
1km,10,3915.8412060301507,0.045454545454545456
1km,10,4682.682412060301,0.08695652173913043
1km,10,5628.523618090452,0.125
1km,10,4778.523618090452,0.125
1km,10,2943,0.0
1km,10,4427.682412060301,0.08695652173913043
1km,10,6842.206030150754,0.16
1km,10,5601.523618090452,0.125
1km,10,2503,0.0
1km,10,5990.364824120603,0.125
1km,10,4585.682412060301,0.08695652173913043
1km,10,2862,0.0
1km,10,6321.364824120603,0.16
1km,10,4558.682412060301,0.08695652173913043
1km,10,3686.8412060301507,0.045454545454545456
1km,10,6972.206030150754,0.16
1km,10,3783.8412060301507,0.045454545454545456
1km,10,4729.682412060301,0.08695652173913043
1km,10,4651.682412060301,0.08695652173913043
1km,10,4517.682412060301,0.08695652173913043
1km,10,3434.8412060301507,0.045454545454545456
1km,10,3642.8412060301507,0.045454545454545456
1km,10,3821.8412060301507,0.045454545454545456
1km,10,2700.8412060301507,0.045454545454545456
1km,10,7861.047236180904,0.19230769230769232
1km,10,4577.523618090452,0.125
1km,10,2945,0.0
1km,10,5120.523618090452,0.125
1km,10,3761.8412060301507,0.045454545454545456
1km,10,4752.682412060301,0.08695652173913043
1km,10,6137.523618090452,0.125
1km,10,7176.206030150754,0.16
1km,10,3789.8412060301507,0.045454545454545456
1km,10,4567.841206030151,0.045454545454545456
1km,10,4740.682412060301,0.08695652173913043
1km,10,4585.682412060301,0.08695652173913043
1km,10,4594.682412060301,0.08695652173913043
1km,10,5495.523618090452,0.125
1km,10,5618.523618090452,0.125
1km,10,2896,0.0
1km,10,4733.682412060301,0.08695652173913043
1km,10,4603.682412060301,0.08695652173913043
1km,10,4822.523618090452,0.125
1km,10,4633.682412060301,0.08695652173913043
1km,10,5513.523618090452,0.125
1km,10,3838.8412060301507,0.045454545454545456
1km,10,5821.523618090452,0.125
1km,10,7856.047236180904,0.2222222222222222
1km,10,4264.682412060301,0.08695652173913043
1km,10,4701.682412060301,0.08695652173913043
1km,10,5629.364824120603,0.16
1km,10,3721.8412060301507,0.045454545454545456
1km,10,5167.523618090452,0.125
1km,10,3038,0.0
1km,10,3686.8412060301507,0.045454545454545456
1km,10,3526.8412060301507,0.045454545454545456
1km,10,9781.729648241206,0.25
1km,10,5329.523618090452,0.125
1km,10,5000.523618090452,0.08695652173913043
1km,10,3801.8412060301507,0.045454545454545456
1km,10,3783.8412060301507,0.045454545454545456
1km,10,5595.523618090452,0.125
1km,10,3620.8412060301507,0.045454545454545456
1km,10,5178.523618090452,0.125
1km,10,5513.523618090452,0.125
1km,10,7561.047236180904,0.19230769230769232
1km,10,6710.206030150754,0.19230769230769232
1km,10,3792.8412060301507,0.045454545454545456
1km,10,3733.8412060301507,0.045454545454545456
1km,10,3022,0.0
1km,10,9426.888442211055,0.25
1km,10,5353.523618090452,0.08695652173913043
1km,10,3742.8412060301507,0.045454545454545456
1km,10,4424.682412060301,0.08695652173913043
1km,10,6919.206030150754,0.16
1km,10,5601.523618090452,0.125
1km,10,6770.206030150754,0.16
1km,10,3013,0.0
1km,10,5375.523618090452,0.125
1km,10,7524.047236180904,0.16
1km,10,4573.682412060301,0.08695652173913043
1km,10,5388.523618090452,0.125
1km,10,4618.682412060301,0.08695652173913043
1km,10,4234.841206030151,0.045454545454545456
1km,10,3746.8412060301507,0.045454545454545456
1km,10,4690.682412060301,0.08695652173913043
1km,10,3490.8412060301507,0.045454545454545456
1km,10,5777.364824120603,0.16
1km,10,3885.8412060301507,0.045454545454545456
1km,10,3889.8412060301507,0.045454545454545456
1km,10,3794.8412060301507,0.045454545454545456
1km,10,2963,0.0
1km,10,3717.8412060301507,0.045454545454545456
1km,10,5990.364824120603,0.125
1km,10,3832.8412060301507,0.045454545454545456
1km,10,3712.8412060301507,0.045454545454545456
1km,10,2995,0.0
1km,10,7083.206030150754,0.16
1km,10,5600.523618090452,0.125
1km,10,3591.8412060301507,0.045454545454545456
1km,10,8908.888442211055,0.19230769230769232
1km,10,7192.206030150754,0.16
1km,10,4997.682412060301,0.08695652173913043
1km,10,2852,0.0
1km,10,4504.682412060301,0.08695652173913043
1km,10,6313.364824120603,0.16
1km,10,6476.364824120603,0.16
1km,10,4776.682412060301,0.08695652173913043
1km,10,3859.8412060301507,0.045454545454545456
1km,10,6092.364824120603,0.125
1km,10,5940.364824120603,0.16
1km,10,6140.364824120603,0.16
1km,10,6175.364824120603,0.16
1km,10,4584.682412060301,0.08695652173913043
1km,10,2710,0.0
1km,10,8939.729648241206,0.19230769230769232
1km,10,5993.364824120603,0.125
1km,10,3581.8412060301507,0.045454545454545456
1km,10,3386.6824120603014,0.08695652173913043
1km,10,5709.682412060301,0.08695652173913043
1km,10,2729,0.0
1km,10,4462.682412060301,0.08695652173913043
1km,10,2642,0.0
1km,10,4740.682412060301,0.08695652173913043
1km,10,5088.523618090452,0.08695652173913043
1km,10,5402.523618090452,0.125
1km,10,8030.888442211055,0.16
1km,10,6371.364824120603,0.125
1km,10,4581.682412060301,0.08695652173913043
1km,10,3704.8412060301507,0.045454545454545456
1km,10,3913.8412060301507,0.045454545454545456
1km,10,6243.364824120603,0.16
1km,10,2872,0.0
1km,10,2905,0.0
1km,10,11005.094472361809,0.2222222222222222
1km,10,5285.523618090452,0.08695652173913043
1km,10,3554.8412060301507,0.045454545454545456
1km,10,4527.682412060301,0.08695652173913043
1km,10,3890.8412060301507,0.045454545454545456
1km,10,7299.047236180904,0.2222222222222222
1km,10,4896.682412060301,0.08695652173913043
1km,10,8237.888442211055,0.16
1km,10,6894.206030150754,0.16
1km,10,2895,0.0
1km,10,7072.206030150754,0.16
1km,10,6365.364824120603,0.16
1km,10,4476.682412060301,0.08695652173913043
1km,10,3683.8412060301507,0.045454545454545456
1km,10,6485.364824120603,0.16
1km,10,2943,0.0
1km,10,4025.8412060301507,0.045454545454545456
1km,10,4104.841206030151,0.045454545454545456
1km,10,5439.523618090452,0.125
1km,10,5395.364824120603,0.16
1km,10,4684.682412060301,0.08695652173913043
1km,10,3767.8412060301507,0.045454545454545456
1km,10,4264.841206030151,0.045454545454545456
1km,10,2808,0.0
1km,10,3751.8412060301507,0.045454545454545456
1km,10,3889.8412060301507,0.045454545454545456
1km,10,2879,0.0
1km,10,4657.682412060301,0.08695652173913043
1km,10,2892,0.0
1km,10,5219.523618090452,0.125
1km,10,2912,0.0
1km,10,5693.523618090452,0.125
1km,10,4714.682412060301,0.08695652173913043
1km,10,7237.047236180904,0.125
1km,10,3812.8412060301507,0.045454545454545456
1km,10,8037.047236180904,0.19230769230769232
1km,10,5411.523618090452,0.125
1km,10,9905.570854271356,0.2222222222222222
1km,10,2932,0.0
1km,10,4686.682412060301,0.08695652173913043
1km,10,4488.682412060301,0.08695652173913043
1km,10,6357.364824120603,0.16
1km,10,4739.682412060301,0.08695652173913043
1km,10,5022.523618090452,0.125
1km,10,3741.8412060301507,0.045454545454545456
1km,10,4807.682412060301,0.08695652173913043
1km,10,4185.682412060301,0.08695652173913043
1km,10,3744.8412060301507,0.045454545454545456
1km,10,5181.523618090452,0.125
1km,10,5228.523618090452,0.125
1km,10,3837.8412060301507,0.045454545454545456
1km,10,5750.364824120603,0.16
1km,10,4619.682412060301,0.08695652173913043
1km,10,2691,0.0
1km,10,4692.682412060301,0.08695652173913043
1km,10,4480.682412060301,0.08695652173913043
1km,10,2974,0.0
1km,10,3795.8412060301507,0.045454545454545456
1km,10,6130.364824120603,0.125
1km,10,7814.206030150754,0.19230769230769232
1km,10,2866,0.0
1km,10,7478.206030150754,0.19230769230769232
1km,10,4010.6824120603014,0.08695652173913043
1km,10,4751.682412060301,0.08695652173913043
1km,10,3797.8412060301507,0.045454545454545456
1km,10,4847.682412060301,0.08695652173913043
1km,10,6857.206030150754,0.16
1km,10,3784.8412060301507,0.045454545454545456
1km,10,5380.523618090452,0.125
1km,10,2739,0.0
1km,10,2895,0.0
1km,10,3870.8412060301507,0.045454545454545456
1km,10,9746.729648241206,0.27586206896551724
1km,10,4694.682412060301,0.08695652173913043
1km,10,4630.682412060301,0.08695652173913043
1km,10,2879,0.0
1km,10,3757.8412060301507,0.045454545454545456
1km,10,5655.523618090452,0.125
1km,10,3503.8412060301507,0.045454545454545456
1km,10,3849.8412060301507,0.045454545454545456
1km,10,4343.682412060301,0.08695652173913043
1km,10,4358.682412060301,0.08695652173913043
1km,10,4415.682412060301,0.08695652173913043
1km,10,5417.523618090452,0.125
1km,10,4765.682412060301,0.08695652173913043
1km,10,4674.682412060301,0.08695652173913043
1km,10,8370.047236180904,0.19230769230769232
1km,10,5018.682412060301,0.08695652173913043
1km,10,3909.8412060301507,0.045454545454545456
1km,10,5581.523618090452,0.125
1km,10,7363.047236180904,0.19230769230769232
1km,10,4674.682412060301,0.08695652173913043
1km,10,9494.729648241206,0.25
1km,10,3828.8412060301507,0.045454545454545456
1km,10,4607.682412060301,0.08695652173913043
1km,10,5280.523618090452,0.08695652173913043
1km,10,6930.206030150754,0.19230769230769232
1km,10,4050.6824120603014,0.08695652173913043
1km,10,5508.523618090452,0.125
1km,10,10847.412060301507,0.25
1km,10,5406.523618090452,0.125
1km,10,4206.682412060301,0.08695652173913043
1km,10,2961,0.0
1km,10,2926,0.0
1km,10,5928.364824120603,0.125
1km,10,4687.682412060301,0.08695652173913043
1km,10,5489.523618090452,0.125
1km,10,3746.8412060301507,0.045454545454545456
1km,10,5902.364824120603,0.125
1km,10,3716.8412060301507,0.045454545454545456
1km,10,5586.523618090452,0.125
1km,10,3430.8412060301507,0.045454545454545456
1km,10,3811.8412060301507,0.045454545454545456
1km,10,4422.682412060301,0.08695652173913043
1km,10,4526.682412060301,0.08695652173913043
1km,10,4795.682412060301,0.08695652173913043
1km,10,4343.682412060301,0.08695652173913043
1km,10,4808.682412060301,0.08695652173913043
1km,10,2911,0.0
1km,10,8202.206030150754,0.19230769230769232
1km,10,6209.364824120603,0.125
1km,10,4527.682412060301,0.08695652173913043
1km,10,7053.206030150754,0.19230769230769232
1km,10,5164.523618090452,0.125
1km,10,5269.523618090452,0.125
1km,10,5526.523618090452,0.125
1km,10,3754.8412060301507,0.045454545454545456
1km,10,8484.888442211055,0.2222222222222222
1km,10,3844.8412060301507,0.045454545454545456
1km,10,4710.682412060301,0.08695652173913043
1km,10,4666.682412060301,0.08695652173913043
1km,10,3707.8412060301507,0.045454545454545456
1km,10,5430.523618090452,0.125
1km,10,4614.682412060301,0.08695652173913043
1km,10,7134.206030150754,0.16
1km,10,7437.047236180904,0.2222222222222222
1km,10,5657.523618090452,0.125
1km,10,2922,0.0
1km,10,5341.523618090452,0.125
1km,10,2876,0.0
1km,10,5801.364824120603,0.16
1km,10,5934.364824120603,0.125
1km,10,2887,0.0
1km,10,6295.364824120603,0.16
1km,10,6286.364824120603,0.16
1km,10,7316.206030150754,0.19230769230769232
1km,10,3859.8412060301507,0.045454545454545456
1km,10,6626.206030150754,0.19230769230769232
1km,10,5298.523618090452,0.125
1km,10,7003.206030150754,0.19230769230769232
1km,10,2873,0.0
1km,10,3504.8412060301507,0.045454545454545456
1km,10,4534.682412060301,0.08695652173913043
1km,10,4693.682412060301,0.08695652173913043
1km,10,6017.364824120603,0.16
1km,10,5945.364824120603,0.16
1km,10,4347.682412060301,0.08695652173913043
1km,10,6914.206030150754,0.16
1km,10,6787.206030150754,0.16
1km,10,4551.682412060301,0.08695652173913043
1km,10,3960.8412060301507,0.045454545454545456
1km,10,3863.8412060301507,0.045454545454545456
1km,10,4265.682412060301,0.08695652173913043
1km,10,11651.253266331658,0.25
1km,10,5348.523618090452,0.125
1km,10,2920,0.0
1km,10,8345.047236180904,0.2222222222222222
1km,10,4258.682412060301,0.08695652173913043
1km,10,4386.682412060301,0.08695652173913043
1km,10,3766.8412060301507,0.045454545454545456
1km,10,5618.523618090452,0.125
1km,10,4663.682412060301,0.08695652173913043
1km,10,7713.047236180904,0.19230769230769232
1km,10,6649.206030150754,0.16
1km,10,3488.8412060301507,0.045454545454545456
1km,10,4633.682412060301,0.08695652173913043
1km,10,5348.523618090452,0.125
1km,10,4670.682412060301,0.08695652173913043
1km,10,6292.364824120603,0.16
1km,10,3790.8412060301507,0.045454545454545456
1km,10,4656.682412060301,0.08695652173913043
1km,10,4577.682412060301,0.08695652173913043
1km,10,5336.523618090452,0.125
1km,10,4141.682412060301,0.08695652173913043
1km,10,4383.682412060301,0.08695652173913043
1km,10,4608.682412060301,0.08695652173913043
1km,10,2969,0.0
1km,10,4804.682412060301,0.08695652173913043
1km,10,5052.523618090452,0.125
1km,10,6865.206030150754,0.16
1km,10,5152.523618090452,0.125
1km,10,4848.523618090452,0.125
1km,10,3700.8412060301507,0.045454545454545456
1km,10,5148.523618090452,0.125
1km,10,4587.682412060301,0.08695652173913043
1km,10,5145.523618090452,0.08695652173913043
1km,10,5553.523618090452,0.125
1km,10,4652.682412060301,0.08695652173913043
1km,10,3799.8412060301507,0.045454545454545456
1km,10,4894.523618090452,0.125
1km,10,5323.523618090452,0.125
1km,10,4834.682412060301,0.08695652173913043
1km,10,6284.364824120603,0.125
1km,10,3842.8412060301507,0.045454545454545456
1km,10,6443.364824120603,0.16
1km,10,4633.682412060301,0.08695652173913043
1km,10,3839.8412060301507,0.045454545454545456
1km,10,5094.682412060301,0.08695652173913043
1km,10,5237.523618090452,0.08695652173913043
1km,10,3741.8412060301507,0.045454545454545456
1km,10,2922,0.0
1km,10,3790.8412060301507,0.045454545454545456
1km,10,4433.682412060301,0.08695652173913043
1km,10,8366.888442211055,0.16
1km,10,2814,0.0
1km,10,3888.8412060301507,0.045454545454545456
1km,10,5644.364824120603,0.16
1km,10,3713.8412060301507,0.045454545454545456
1km,10,7886.047236180904,0.19230769230769232
1km,10,3896.8412060301507,0.045454545454545456
1km,10,3759.8412060301507,0.045454545454545456
1km,10,4748.682412060301,0.08695652173913043
1km,10,6291.206030150754,0.19230769230769232
1km,10,2948,0.0
1km,10,6174.364824120603,0.16
1km,10,5535.523618090452,0.125
1km,10,4441.682412060301,0.08695652173913043
1km,10,4394.682412060301,0.08695652173913043
1km,10,2932,0.0
1km,10,3697.8412060301507,0.045454545454545456
1km,10,4781.682412060301,0.08695652173913043
1km,10,4702.682412060301,0.08695652173913043
1km,10,5967.364824120603,0.125
1km,10,5495.364824120603,0.16
1km,10,5153.523618090452,0.08695652173913043
1km,10,3922.8412060301507,0.045454545454545456
1km,10,3432.8412060301507,0.045454545454545456
1km,10,3856.8412060301507,0.045454545454545456
1km,10,4568.682412060301,0.08695652173913043
1km,10,5529.523618090452,0.125
1km,10,2847,0.0
1km,10,3693.8412060301507,0.045454545454545456
1km,10,3747.8412060301507,0.045454545454545456
1km,10,3714.8412060301507,0.045454545454545456
1km,10,4686.682412060301,0.08695652173913043
1km,10,4691.682412060301,0.08695652173913043
1km,10,5669.523618090452,0.125
1km,10,6496.364824120603,0.16
1km,10,6885.206030150754,0.16
1km,10,5349.523618090452,0.125
1km,10,4602.682412060301,0.08695652173913043
1km,10,3792.8412060301507,0.045454545454545456
1km,10,4614.682412060301,0.08695652173913043
1km,10,6084.364824120603,0.16
1km,10,4554.682412060301,0.08695652173913043
1km,10,6809.206030150754,0.16
1km,10,4652.682412060301,0.08695652173913043
1km,10,3074,0.0
1km,10,8086.047236180904,0.2222222222222222
1km,10,4310.682412060301,0.08695652173913043
1km,10,3851.8412060301507,0.045454545454545456
1km,10,4844.523618090452,0.125
1km,10,6513.364824120603,0.16
1km,10,6100.364824120603,0.125
1km,10,3871.8412060301507,0.045454545454545456
1km,10,8459.888442211055,0.2222222222222222
1km,10,5436.523618090452,0.125
1km,10,3008,0.0
1km,10,6937.206030150754,0.16
1km,10,4346.682412060301,0.08695652173913043
1km,10,5224.523618090452,0.125
1km,10,3456.8412060301507,0.045454545454545456
1km,10,4646.682412060301,0.08695652173913043
1km,10,5215.523618090452,0.125
1km,10,4473.682412060301,0.08695652173913043
1km,10,5656.523618090452,0.125
1km,10,5702.523618090452,0.125
1km,10,3604.8412060301507,0.045454545454545456
1km,10,4600.682412060301,0.08695652173913043
1km,10,3782.8412060301507,0.045454545454545456
1km,10,2940,0.0
1km,10,3701.8412060301507,0.045454545454545456
1km,10,10592.412060301507,0.25
1km,10,4588.682412060301,0.08695652173913043
1km,10,5825.364824120603,0.16
1km,10,2893,0.0
1km,10,2943,0.0
1km,10,3850.8412060301507,0.045454545454545456
1km,10,6130.364824120603,0.16
1km,10,4535.682412060301,0.08695652173913043
1km,10,4898.523618090452,0.125
1km,10,9895.412060301507,0.16
1km,10,4427.682412060301,0.08695652173913043
1km,10,3859.8412060301507,0.045454545454545456
1km,10,6038.364824120603,0.16
1km,10,3612.8412060301507,0.045454545454545456
1km,10,3818.8412060301507,0.045454545454545456
1km,10,3750.8412060301507,0.045454545454545456
1km,10,5633.523618090452,0.125
1km,10,6135.364824120603,0.16
1km,10,4571.682412060301,0.08695652173913043
1km,10,4654.682412060301,0.08695652173913043
1km,10,3743.8412060301507,0.045454545454545456
1km,10,4155.682412060301,0.08695652173913043
1km,10,3627.8412060301507,0.045454545454545456
1km,10,6777.206030150754,0.16
1km,10,6046.364824120603,0.16
1km,10,6262.364824120603,0.125
1km,10,2900,0.0
1km,10,4563.682412060301,0.08695652173913043
1km,10,4731.682412060301,0.08695652173913043
1km,10,5403.523618090452,0.125
1km,10,4625.682412060301,0.08695652173913043
1km,10,3752.8412060301507,0.045454545454545456
1km,10,2834,0.0
1km,10,5077.523618090452,0.125
1km,10,4553.682412060301,0.08695652173913043
1km,10,4344.682412060301,0.08695652173913043
1km,10,5003.523618090452,0.08695652173913043
1km,10,5561.523618090452,0.125
1km,10,3584.8412060301507,0.045454545454545456
1km,10,5556.523618090452,0.125
1km,10,6766.206030150754,0.16
1km,10,5258.523618090452,0.125
1km,10,4728.682412060301,0.08695652173913043
1km,10,5163.523618090452,0.125
1km,10,3841.8412060301507,0.045454545454545456
1km,10,3492.8412060301507,0.045454545454545456
1km,10,7620.047236180904,0.19230769230769232
1km,10,3688.8412060301507,0.045454545454545456
1km,10,7262.206030150754,0.19230769230769232
1km,10,5037.523618090452,0.125
1km,10,3392.8412060301507,0.045454545454545456
1km,10,5602.523618090452,0.125
1km,10,4206.682412060301,0.08695652173913043
1km,10,2968,0.0
1km,10,6247.364824120603,0.16
1km,10,2887,0.0
1km,10,3853.8412060301507,0.045454545454545456
1km,10,3660.8412060301507,0.045454545454545456
1km,10,5361.523618090452,0.125
1km,10,4578.682412060301,0.08695652173913043
1km,10,4029.6824120603014,0.08695652173913043
1km,10,8534.888442211055,0.16
1km,10,4603.682412060301,0.08695652173913043
1km,10,6191.364824120603,0.16
1km,10,5239.523618090452,0.125
1km,10,3753.8412060301507,0.045454545454545456
1km,10,6068.364824120603,0.16
1km,10,7205.206030150754,0.19230769230769232
1km,10,5472.523618090452,0.125
5km,10,6931.206030150754,0.19230769230769232
5km,10,17904.824120603014,0.36363636363636365
5km,10,11793.412060301507,0.3
5km,10,4792.682412060301,0.08695652173913043
5km,10,14030.77688442211,0.34375
5km,10,10446.570854271356,0.27586206896551724
5km,10,16155.141708542713,0.3
5km,10,10723.412060301507,0.3
5km,10,10058.570854271356,0.27586206896551724
5km,10,21754.87135678392,0.43243243243243246
5km,10,10970.253266331658,0.27586206896551724
5km,10,8662.888442211055,0.19230769230769232
5km,10,12747.93567839196,0.27586206896551724
5km,10,8987.888442211055,0.2222222222222222
5km,10,9298.729648241206,0.25
5km,10,5462.523618090452,0.125
5km,10,11116.253266331658,0.3225806451612903
5km,10,8738.888442211055,0.2222222222222222
5km,10,13422.094472361809,0.3225806451612903
5km,10,7250.047236180904,0.2222222222222222
5km,10,11045.412060301507,0.27586206896551724
5km,10,19806.34773869347,0.4
5km,10,8796.729648241206,0.27586206896551724
5km,10,10477.412060301507,0.25
5km,10,9601.729648241206,0.25
5km,10,9475.729648241206,0.25
5km,10,26320.75979899497,0.4878048780487805
5km,10,16609.141708542713,0.36363636363636365
5km,10,11719.253266331658,0.3
5km,10,19641.506532663316,0.4
5km,10,14012.77688442211,0.36363636363636365
5km,10,17530.824120603014,0.36363636363636365
5km,10,14318.77688442211,0.34375
5km,10,11619.253266331658,0.25
5km,10,16069.300502512562,0.36363636363636365
5km,10,14177.61809045226,0.38235294117647056
5km,10,12610.094472361809,0.3
5km,10,9516.729648241206,0.25
5km,10,14820.61809045226,0.34375
5km,10,11464.253266331658,0.27586206896551724
5km,10,10586.412060301507,0.25
5km,10,11271.412060301507,0.3
5km,10,21319.188944723617,0.4
5km,10,10705.412060301507,0.27586206896551724
5km,10,14021.93567839196,0.36363636363636365
5km,10,10747.412060301507,0.27586206896551724
5km,10,10151.570854271356,0.25
5km,10,6691.364824120603,0.16
5km,10,10405.412060301507,0.3
5km,10,13041.77688442211,0.34375
5km,10,8929.729648241206,0.25
5km,10,11807.253266331658,0.3
5km,10,13762.77688442211,0.34375
5km,10,13466.61809045226,0.27586206896551724
5km,10,10660.412060301507,0.27586206896551724
5km,10,8890.729648241206,0.19230769230769232
5km,10,7147.206030150754,0.19230769230769232
5km,10,11612.412060301507,0.3
5km,10,7650.047236180904,0.2222222222222222
5km,10,19729.34773869347,0.38235294117647056
5km,10,18269.824120603014,0.38235294117647056
5km,10,11610.253266331658,0.3
5km,10,16103.141708542713,0.38235294117647056
5km,10,13267.93567839196,0.3
5km,10,9885.570854271356,0.27586206896551724
5km,10,15327.459296482411,0.36363636363636365
5km,10,9025.729648241206,0.19230769230769232
5km,10,11239.412060301507,0.25
5km,10,9791.570854271356,0.25
5km,10,12510.93567839196,0.3
5km,10,9140.729648241206,0.27586206896551724
5km,10,8540.047236180904,0.2222222222222222
5km,10,9223.570854271356,0.3
5km,10,20992.188944723617,0.43243243243243246
5km,10,10283.253266331658,0.25
5km,10,15287.300502512562,0.3225806451612903
5km,10,10343.570854271356,0.27586206896551724
5km,10,13136.77688442211,0.27586206896551724
5km,10,14159.61809045226,0.3225806451612903
5km,10,14285.77688442211,0.34375
5km,10,7907.047236180904,0.2222222222222222
5km,10,14651.61809045226,0.3
5km,10,7156.206030150754,0.19230769230769232
5km,10,9815.570854271356,0.27586206896551724
5km,10,7044.206030150754,0.19230769230769232
5km,10,18447.824120603014,0.43243243243243246
5km,10,6789.206030150754,0.16
5km,10,7736.047236180904,0.2222222222222222
5km,10,9820.570854271356,0.2222222222222222
5km,10,6366.206030150754,0.16
5km,10,7909.047236180904,0.19230769230769232
5km,10,10270.412060301507,0.27586206896551724
5km,10,6809.206030150754,0.19230769230769232
5km,10,5811.364824120603,0.125
5km,10,7702.206030150754,0.19230769230769232
5km,10,14245.459296482411,0.3225806451612903
5km,10,8422.888442211055,0.25
5km,10,16908.141708542713,0.36363636363636365
5km,10,11175.412060301507,0.27586206896551724
5km,10,8198.888442211055,0.2222222222222222
5km,10,23186.39497487437,0.34375
5km,10,11756.253266331658,0.27586206896551724
5km,10,14283.77688442211,0.36363636363636365
5km,10,13723.77688442211,0.3225806451612903
5km,10,14969.61809045226,0.36363636363636365
5km,10,11399.412060301507,0.27586206896551724
5km,10,8996.888442211055,0.2222222222222222
5km,10,11017.412060301507,0.27586206896551724
5km,10,26464.601005025128,0.43243243243243246
5km,10,13177.094472361809,0.34375
5km,10,12267.094472361809,0.27586206896551724
5km,10,9937.570854271356,0.25
5km,10,8605.570854271356,0.25
5km,10,9546.729648241206,0.25
5km,10,20339.665326633163,0.38235294117647056
5km,10,13069.77688442211,0.25
5km,10,8276.047236180904,0.2222222222222222
5km,10,13337.93567839196,0.3225806451612903
