Distance,Hop,RTT,PLR
5km,1,2990,0.0
5km,1,3222.8412060301507,0.25
5km,1,3574.8412060301507,0.25
5km,1,2853,0.0
5km,1,6324.047236180904,0.6666666666666666
5km,1,2982,0.0
5km,1,2959,0.0
5km,1,2838,0.0
5km,1,4669.523618090452,0.5
5km,1,3627.8412060301507,0.25
5km,1,2648,0.0
5km,1,3056,0.0
5km,1,2935,0.0
5km,1,3500.8412060301507,0.25
5km,1,2959,0.0
5km,1,5362.364824120603,0.5714285714285714
5km,1,3494.8412060301507,0.25
5km,1,2832,0.0
5km,1,3869.6824120603014,0.4
5km,1,3543.8412060301507,0.25
5km,1,2982,0.0
5km,1,3569.8412060301507,0.25
5km,1,3225.8412060301507,0.25
5km,1,4644.523618090452,0.5
5km,1,3439.8412060301507,0.25
5km,1,2786,0.0
5km,1,4532.523618090452,0.5
5km,1,2909,0.0
5km,1,2862,0.0
5km,1,4620.523618090452,0.5
5km,1,2905,0.0
5km,1,2806,0.0
5km,1,3430.8412060301507,0.25
5km,1,3569.8412060301507,0.25
5km,1,3523.8412060301507,0.25
5km,1,3011.8412060301507,0.25
5km,1,3423.8412060301507,0.25
5km,1,4687.523618090452,0.5
5km,1,3911.6824120603014,0.4
5km,1,3579.8412060301507,0.25
5km,1,3460.8412060301507,0.25
5km,1,4116.682412060301,0.4
5km,1,4391.523618090452,0.5
5km,1,2849,0.0
5km,1,3321.8412060301507,0.25
5km,1,2837,0.0
5km,1,3483.8412060301507,0.25
5km,1,2921,0.0
5km,1,3403.8412060301507,0.25
5km,1,3037,0.0
5km,1,3655.8412060301507,0.25
5km,1,3560.8412060301507,0.25
5km,1,4642.523618090452,0.5
5km,1,3446,0.0
5km,1,2768,0.0
5km,1,2964,0.0
5km,1,2776,0.0
5km,1,4064.6824120603014,0.4
5km,1,2891,0.0
5km,1,4049.6824120603014,0.4
5km,1,4014.8412060301507,0.25
5km,1,2934,0.0
5km,1,2597,0.0
5km,1,2871,0.0
5km,1,4043.6824120603014,0.4
5km,1,3573.8412060301507,0.25
5km,1,3380.8412060301507,0.25
5km,1,2911,0.0
5km,1,2868,0.0
5km,1,2919,0.0
5km,1,2963,0.0
5km,1,2855,0.0
5km,1,2939,0.0
5km,1,3487.8412060301507,0.25
5km,1,3523.8412060301507,0.25
5km,1,2935,0.0
5km,1,3046,0.0
5km,1,2922,0.0
5km,1,3334.8412060301507,0.25
5km,1,1862,0.0
5km,1,4233.682412060301,0.4
5km,1,3549.8412060301507,0.25
5km,1,2860,0.0
5km,1,3521.8412060301507,0.25
5km,1,3337.8412060301507,0.25
5km,1,3382.8412060301507,0.25
5km,1,3548.8412060301507,0.25
5km,1,4623.523618090452,0.5
5km,1,3483.8412060301507,0.25
5km,1,2784,0.0
5km,1,5313.364824120603,0.5714285714285714
5km,1,3511.8412060301507,0.25
5km,1,3527.8412060301507,0.25
5km,1,2915,0.0
5km,1,2923,0.0
5km,1,3440.8412060301507,0.25
5km,1,4015.6824120603014,0.4
5km,1,2946,0.0
5km,1,2940,0.0
5km,1,2941,0.0
5km,1,3423.8412060301507,0.25
5km,1,3204.8412060301507,0.25
5km,1,3513.8412060301507,0.25
5km,1,4067.6824120603014,0.4
5km,1,3494.8412060301507,0.25
5km,1,3986.6824120603014,0.4
5km,1,4728.523618090452,0.5
5km,1,2948,0.0
5km,1,2712,0.0
5km,1,2895,0.0
5km,1,2977,0.0
5km,1,2757,0.0
5km,1,4042.6824120603014,0.4
5km,1,3547.8412060301507,0.25
5km,1,3214.8412060301507,0.25
5km,1,2987,0.0
5km,1,2927,0.0
5km,1,3985.6824120603014,0.4
5km,1,4665.682412060301,0.4
5km,1,2995,0.0
5km,1,5765.206030150754,0.625
5km,1,2788,0.0
5km,1,2892,0.0
5km,1,3484.8412060301507,0.25
5km,1,2866,0.0
5km,1,2912,0.0
5km,1,2982,0.0
5km,1,4472.523618090452,0.5
5km,1,2794,0.0
5km,1,6490.047236180904,0.6666666666666666
5km,1,2818,0.0
5km,1,4108.682412060301,0.4
5km,1,3592.8412060301507,0.25
5km,1,2723,0.0
5km,1,2853,0.0
5km,1,3946.6824120603014,0.4
5km,1,2845,0.0
5km,1,2923,0.0
5km,1,2850,0.0
5km,1,3391.8412060301507,0.25
5km,1,2804,0.0
5km,1,3000,0.0
5km,1,3595.8412060301507,0.25
5km,1,2852,0.0
5km,1,4145.682412060301,0.4
5km,1,2917,0.0
5km,1,2868,0.0
5km,1,2943,0.0
5km,1,3457.8412060301507,0.25
5km,1,4539.523618090452,0.5
5km,1,3447.8412060301507,0.25
5km,1,3365.8412060301507,0.25
5km,1,2888,0.0
5km,1,2914,0.0
5km,1,3557.8412060301507,0.25
5km,1,5832.206030150754,0.625
5km,1,4462.682412060301,0.4
5km,1,4082.6824120603014,0.4
5km,1,2844,0.0
5km,1,2881,0.0
5km,1,2622,0.0
5km,1,2946,0.0
5km,1,4533.523618090452,0.5
5km,1,3549.8412060301507,0.25
5km,1,2946,0.0
5km,1,2955,0.0
5km,1,3507.8412060301507,0.25
5km,1,4169.682412060301,0.4
5km,1,2856,0.0
5km,1,2965,0.0
5km,1,2918,0.0
5km,1,2884,0.0
5km,1,3013,0.0
5km,1,3083.8412060301507,0.25
5km,1,3346.8412060301507,0.25
5km,1,2993,0.0
5km,1,3359.8412060301507,0.25
5km,1,2858,0.0
5km,1,2747,0.0
5km,1,2967,0.0
5km,1,2888,0.0
5km,1,2919,0.0
5km,1,4062.6824120603014,0.4
5km,1,3020,0.0
5km,1,2901,0.0
5km,1,2784,0.0
5km,1,2885,0.0
5km,1,2872,0.0
5km,1,2866,0.0
5km,1,2928,0.0
5km,1,2895,0.0
5km,1,4671.523618090452,0.5
5km,1,4020.6824120603014,0.4
5km,1,2857,0.0
5km,1,3540.8412060301507,0.25
5km,1,5113.364824120603,0.5714285714285714
5km,1,2763,0.0
5km,1,4596.523618090452,0.5
5km,1,3998.6824120603014,0.4
5km,1,3472.8412060301507,0.25
5km,1,3522.8412060301507,0.25
5km,1,2971,0.0
5km,1,3552.8412060301507,0.25
5km,1,4032.6824120603014,0.4
5km,1,3116,0.0
5km,1,3369.8412060301507,0.25
5km,1,4010.6824120603014,0.4
5km,1,3384.8412060301507,0.25
5km,1,5182.364824120603,0.5714285714285714
5km,1,2863,0.0
5km,1,3640.8412060301507,0.25
5km,1,3944.6824120603014,0.4
5km,1,2936,0.0
5km,1,2859,0.0
5km,1,2915,0.0
5km,1,2938,0.0
5km,1,5098.364824120603,0.5714285714285714
5km,1,2853,0.0
5km,1,2901,0.0
5km,1,4687.523618090452,0.5
5km,1,3489.8412060301507,0.25
5km,1,2836,0.0
5km,1,2899,0.0
5km,1,3276.8412060301507,0.25
5km,1,3402.8412060301507,0.25
5km,1,2879,0.0
5km,1,3579.8412060301507,0.25
5km,1,2906,0.0
5km,1,4661.523618090452,0.5
5km,1,4102.682412060301,0.4
5km,1,3281.8412060301507,0.25
5km,1,2801,0.0
5km,1,3460.8412060301507,0.25
5km,1,2920,0.0
5km,1,2447.8412060301507,0.25
5km,1,3331.8412060301507,0.25
5km,1,2904,0.0
5km,1,4663.523618090452,0.5
5km,1,3210.8412060301507,0.25
5km,1,3556.8412060301507,0.25
5km,1,2829,0.0
5km,1,5289.364824120603,0.5714285714285714
5km,1,4108.682412060301,0.4
5km,1,3469.8412060301507,0.25
5km,1,2928,0.0
5km,1,3011,0.0
5km,1,2939,0.0
5km,1,4039.6824120603014,0.4
5km,1,2871,0.0
5km,1,3305.8412060301507,0.25
5km,1,2913,0.0
5km,1,3894.8412060301507,0.25
5km,1,3658.8412060301507,0.25
5km,1,3480.8412060301507,0.25
5km,1,3597.8412060301507,0.25
5km,1,4792.523618090452,0.5
5km,1,3041,0.0
5km,1,4138.682412060301,0.4
5km,1,3490.8412060301507,0.25
5km,1,2784,0.0
5km,1,2973,0.0
5km,1,3483.8412060301507,0.25
5km,1,3549.8412060301507,0.25
5km,1,2876,0.0
5km,1,2967,0.0
5km,1,2866,0.0
5km,1,3400.8412060301507,0.25
5km,1,2988,0.0
5km,1,2952,0.0
5km,1,2942,0.0
5km,1,4051.6824120603014,0.4
5km,1,3962.6824120603014,0.4
5km,1,2879,0.0
5km,1,3017,0.0
5km,1,3481.8412060301507,0.25
5km,1,2769,0.0
5km,1,4579.523618090452,0.5
5km,1,3516.8412060301507,0.25
5km,1,3398.8412060301507,0.25
5km,1,3487.8412060301507,0.25
5km,1,3056,0.0
5km,1,3602.8412060301507,0.25
5km,1,3402.8412060301507,0.25
5km,1,2949,0.0
5km,1,2935,0.0
5km,1,2917,0.0
5km,1,3990.6824120603014,0.4
5km,1,2894,0.0
5km,1,2913,0.0
5km,1,2920,0.0
5km,1,2854,0.0
5km,1,5288.364824120603,0.5714285714285714
5km,1,4548.523618090452,0.5
5km,1,3427.8412060301507,0.25
5km,1,5789.206030150754,0.625
5km,1,2978,0.0
5km,1,4053.6824120603014,0.4
5km,1,2924,0.0
5km,1,3944.6824120603014,0.4
5km,1,4039.6824120603014,0.4
5km,1,2821,0.0
5km,1,4127.682412060301,0.4
5km,1,2961,0.0
5km,1,2785,0.0
5km,1,2780,0.0
5km,1,2803,0.0
5km,1,3491.8412060301507,0.25
400m,2,2851,0.0
400m,2,4452.682412060301,0.2857142857142857
400m,2,3554.8412060301507,0.16666666666666666
400m,2,3561.8412060301507,0.16666666666666666
400m,2,4357.682412060301,0.2857142857142857
400m,2,4620.682412060301,0.2857142857142857
400m,2,5763.364824120603,0.375
400m,2,7934.888442211055,0.5
400m,2,2978,0.0
400m,2,3419.8412060301507,0.16666666666666666
400m,2,3756.8412060301507,0.16666666666666666
400m,2,3869.8412060301507,0.16666666666666666
400m,2,2912,0.0
400m,2,4640.523618090452,0.375
400m,2,3711.8412060301507,0.16666666666666666
400m,2,7357.047236180904,0.375
400m,2,2877,0.0
400m,2,2939,0.0
400m,2,2911,0.0
400m,2,5428.523618090452,0.375
400m,2,7058.047236180904,0.375
400m,2,3758.8412060301507,0.16666666666666666
400m,2,2675,0.0
400m,2,3479.8412060301507,0.16666666666666666
400m,2,2849,0.0
400m,2,4580.523618090452,0.375
400m,2,6104.364824120603,0.375
400m,2,3361.8412060301507,0.16666666666666666
400m,2,4300.682412060301,0.2857142857142857
400m,2,2904,0.0
400m,2,7003.047236180904,0.5454545454545454
400m,2,3384.8412060301507,0.16666666666666666
400m,2,8051.888442211055,0.4444444444444444
400m,2,6493.206030150754,0.4444444444444444
400m,2,3732.8412060301507,0.16666666666666666
400m,2,4090.6824120603014,0.2857142857142857
400m,2,2897,0.0
400m,2,3468.8412060301507,0.16666666666666666
400m,2,4364.682412060301,0.2857142857142857
400m,2,8442.888442211055,0.4444444444444444
400m,2,2909,0.0
400m,2,2934,0.0
400m,2,2822.6824120603014,0.2857142857142857
400m,2,3829.8412060301507,0.16666666666666666
400m,2,5196.364824120603,0.4444444444444444
400m,2,2849,0.0
400m,2,6462.206030150754,0.4444444444444444
400m,2,5238.364824120603,0.4444444444444444
400m,2,2853,0.0
400m,2,4317.682412060301,0.2857142857142857
400m,2,4693.523618090452,0.375
400m,2,3523.8412060301507,0.16666666666666666
400m,2,4476.682412060301,0.2857142857142857
400m,2,7290.047236180904,0.375
400m,2,2953,0.0
400m,2,4054.6824120603014,0.2857142857142857
400m,2,3419.8412060301507,0.16666666666666666
400m,2,3484.8412060301507,0.16666666666666666
400m,2,4120.682412060301,0.2857142857142857
400m,2,5058.523618090452,0.375
400m,2,5188.523618090452,0.2857142857142857
400m,2,6530.364824120603,0.4444444444444444
400m,2,3505.8412060301507,0.16666666666666666
400m,2,3205,0.0
400m,2,3809.8412060301507,0.16666666666666666
400m,2,3478.8412060301507,0.16666666666666666
400m,2,4665.523618090452,0.375
400m,2,4334.682412060301,0.2857142857142857
400m,2,6100.364824120603,0.375
400m,2,2919,0.0
400m,2,3023,0.0
400m,2,3352.8412060301507,0.16666666666666666
400m,2,3472.8412060301507,0.16666666666666666
400m,2,4348.682412060301,0.2857142857142857
400m,2,3803.8412060301507,0.16666666666666666
400m,2,5856.364824120603,0.375
400m,2,3011,0.0
400m,2,7002.047236180904,0.5454545454545454
400m,2,2912,0.0
400m,2,3358.8412060301507,0.16666666666666666
400m,2,2913,0.0
400m,2,3581.8412060301507,0.16666666666666666
400m,2,3765.8412060301507,0.16666666666666666
400m,2,3298.8412060301507,0.16666666666666666
400m,2,6201.364824120603,0.375
400m,2,4279.682412060301,0.2857142857142857
400m,2,2869,0.0
400m,2,4356.682412060301,0.2857142857142857
400m,2,4383.682412060301,0.2857142857142857
400m,2,3958.6824120603014,0.2857142857142857
400m,2,2900,0.0
400m,2,5732.364824120603,0.375
400m,2,4109.682412060301,0.2857142857142857
400m,2,4744.523618090452,0.375
400m,2,5443.364824120603,0.4444444444444444
400m,2,3270.8412060301507,0.16666666666666666
400m,2,3398.8412060301507,0.16666666666666666
400m,2,5232.523618090452,0.2857142857142857
400m,2,3499.8412060301507,0.16666666666666666
400m,2,2929,0.0
400m,2,2891,0.0
400m,2,3823.8412060301507,0.16666666666666666
400m,2,4386.682412060301,0.2857142857142857
400m,2,2962,0.0
400m,2,3019,0.0
400m,2,2982,0.0
400m,2,14668.61809045226,0.5
400m,2,2848,0.0
400m,2,3785.8412060301507,0.16666666666666666
400m,2,7073.047236180904,0.375
400m,2,2899,0.0
400m,2,2653,0.0
400m,2,3623.8412060301507,0.16666666666666666
400m,2,4764.682412060301,0.2857142857142857
400m,2,3733.8412060301507,0.16666666666666666
400m,2,3854.6824120603014,0.2857142857142857
400m,2,4605.523618090452,0.375
400m,2,3505.8412060301507,0.16666666666666666
400m,2,3488.8412060301507,0.16666666666666666
400m,2,4038.6824120603014,0.2857142857142857
400m,2,2952,0.0
400m,2,2899,0.0
400m,2,5114.523618090452,0.2857142857142857
400m,2,4470.682412060301,0.2857142857142857
400m,2,3802.8412060301507,0.16666666666666666
400m,2,3831.8412060301507,0.16666666666666666
400m,2,5346.523618090452,0.375
400m,2,3380.8412060301507,0.16666666666666666
400m,2,3726.8412060301507,0.16666666666666666
400m,2,4345.682412060301,0.2857142857142857
400m,2,4191.682412060301,0.2857142857142857
400m,2,3752.8412060301507,0.16666666666666666
400m,2,5562.364824120603,0.4444444444444444
400m,2,7481.888442211055,0.5454545454545454
400m,2,5277.523618090452,0.2857142857142857
400m,2,5197.523618090452,0.2857142857142857
400m,2,3351.8412060301507,0.16666666666666666
400m,2,2989,0.0
400m,2,5309.523618090452,0.2857142857142857
400m,2,3709.8412060301507,0.16666666666666666
400m,2,6984.047236180904,0.5
400m,2,3517.8412060301507,0.16666666666666666
400m,2,3552.8412060301507,0.16666666666666666
400m,2,4274.682412060301,0.2857142857142857
400m,2,2892,0.0
400m,2,3699.8412060301507,0.16666666666666666
400m,2,4296.682412060301,0.2857142857142857
400m,2,3426.8412060301507,0.16666666666666666
400m,2,5245.682412060301,0.2857142857142857
400m,2,3505.8412060301507,0.16666666666666666
400m,2,3545.8412060301507,0.16666666666666666
400m,2,3502.8412060301507,0.16666666666666666
400m,2,3554.8412060301507,0.16666666666666666
400m,2,2958,0.0
400m,2,4314.682412060301,0.2857142857142857
400m,2,3175.8412060301507,0.16666666666666666
400m,2,8136.888442211055,0.5
400m,2,4464.682412060301,0.2857142857142857
400m,2,7298.047236180904,0.375
400m,2,2832,0.0
400m,2,3455.8412060301507,0.16666666666666666
400m,2,3561.8412060301507,0.16666666666666666
400m,2,2839,0.0
400m,2,5182.523618090452,0.2857142857142857
400m,2,3486.8412060301507,0.16666666666666666
400m,2,2873,0.0
400m,2,5699.364824120603,0.375
400m,2,3698.8412060301507,0.16666666666666666
400m,2,2877,0.0
400m,2,5004.523618090452,0.375
400m,2,3514.8412060301507,0.16666666666666666
400m,2,2781,0.0
400m,2,3521.8412060301507,0.16666666666666666
400m,2,2922,0.0
400m,2,2873,0.0
400m,2,4015.8412060301507,0.16666666666666666
400m,2,4089.6824120603014,0.2857142857142857
400m,2,4135.682412060301,0.2857142857142857
400m,2,2896,0.0
400m,2,5278.523618090452,0.2857142857142857
400m,2,4004.6824120603014,0.2857142857142857
400m,2,3509.8412060301507,0.16666666666666666
400m,2,2808,0.0
400m,2,4089.6824120603014,0.2857142857142857
400m,2,6228.364824120603,0.375
400m,2,3664.8412060301507,0.16666666666666666
400m,2,7807.888442211055,0.4444444444444444
400m,2,5527.523618090452,0.2857142857142857
400m,2,4290.682412060301,0.2857142857142857
400m,2,4365.682412060301,0.2857142857142857
400m,2,2742,0.0
400m,2,4051.8412060301507,0.16666666666666666
400m,2,2902,0.0
400m,2,3829.8412060301507,0.16666666666666666
400m,2,3410.8412060301507,0.16666666666666666
400m,2,2921,0.0
400m,2,3470.8412060301507,0.16666666666666666
400m,2,4147.682412060301,0.2857142857142857
400m,2,4405.682412060301,0.2857142857142857
400m,2,2854,0.0
400m,2,2731,0.0
400m,2,5090.523618090452,0.2857142857142857
400m,2,6594.206030150754,0.4444444444444444
400m,2,2839,0.0
400m,2,2772,0.0
400m,2,2999,0.0
400m,2,3698.8412060301507,0.16666666666666666
400m,2,4622.523618090452,0.375
400m,2,5058.523618090452,0.375
400m,2,4470.682412060301,0.2857142857142857
400m,2,4617.523618090452,0.375
400m,2,3678.8412060301507,0.16666666666666666
400m,2,3615.8412060301507,0.16666666666666666
400m,2,2770,0.0
400m,2,5666.364824120603,0.4444444444444444
400m,2,3478.8412060301507,0.16666666666666666
400m,2,2913,0.0
400m,2,3840.8412060301507,0.16666666666666666
400m,2,5876.364824120603,0.4444444444444444
400m,2,2894,0.0
400m,2,3577.8412060301507,0.16666666666666666
400m,2,4396.682412060301,0.2857142857142857
400m,2,10674.253266331658,0.5833333333333334
400m,2,6061.364824120603,0.375
400m,2,2791,0.0
400m,2,4526.682412060301,0.2857142857142857
400m,2,2825,0.0
400m,2,4572.682412060301,0.2857142857142857
400m,2,3510.8412060301507,0.16666666666666666
400m,2,3636.8412060301507,0.16666666666666666
400m,2,3881.8412060301507,0.16666666666666666
400m,2,5983.364824120603,0.375
400m,2,3563.8412060301507,0.16666666666666666
400m,2,2770,0.0
400m,2,3489.8412060301507,0.16666666666666666
400m,2,5501.364824120603,0.4444444444444444
400m,2,2817,0.0
400m,2,5333.523618090452,0.2857142857142857
400m,2,3358.8412060301507,0.16666666666666666
400m,2,5302.523618090452,0.375
400m,2,4138.682412060301,0.2857142857142857
400m,2,4258.682412060301,0.2857142857142857
400m,2,3457.8412060301507,0.16666666666666666
400m,2,2794,0.0
400m,2,4127.682412060301,0.2857142857142857
400m,2,8332.888442211055,0.5
400m,2,4780.523618090452,0.375
400m,2,5073.523618090452,0.375
400m,2,7179.047236180904,0.375
400m,2,3408.8412060301507,0.16666666666666666
400m,2,4745.523618090452,0.375
400m,2,3771.8412060301507,0.16666666666666666
400m,2,7167.047236180904,0.5
400m,2,7616.047236180904,0.375
400m,2,2901,0.0
400m,2,6707.364824120603,0.375
400m,2,3723.8412060301507,0.16666666666666666
400m,2,5225.523618090452,0.2857142857142857
400m,2,5148.523618090452,0.2857142857142857
400m,2,4374.682412060301,0.2857142857142857
400m,2,5753.364824120603,0.375
400m,2,4040.6824120603014,0.2857142857142857
400m,2,3700.8412060301507,0.16666666666666666
400m,2,4911.523618090452,0.375
400m,2,3845.8412060301507,0.16666666666666666
400m,2,2866,0.0
400m,2,2956,0.0
400m,2,3520.8412060301507,0.16666666666666666
400m,2,5390.364824120603,0.4444444444444444
400m,2,6264.206030150754,0.4444444444444444
400m,2,5779.364824120603,0.375
400m,2,2850,0.0
400m,2,6609.206030150754,0.4444444444444444
400m,2,4661.523618090452,0.375
400m,2,6356.206030150754,0.4444444444444444
400m,2,4045.6824120603014,0.2857142857142857
400m,2,3479.8412060301507,0.16666666666666666
400m,2,4631.682412060301,0.2857142857142857
400m,2,3967.6824120603014,0.2857142857142857
400m,2,3410.8412060301507,0.16666666666666666
400m,2,4855.523618090452,0.375
400m,2,5856.364824120603,0.375
400m,2,12768.77688442211,0.5833333333333334
400m,2,2910,0.0
400m,2,3490.8412060301507,0.16666666666666666
400m,2,1806,0.0
400m,2,3493.8412060301507,0.16666666666666666
400m,2,4580.682412060301,0.2857142857142857
400m,2,3942.8412060301507,0.16666666666666666
400m,2,5584.364824120603,0.4444444444444444
400m,2,2898,0.0
400m,2,2890,0.0
400m,2,7641.888442211055,0.4444444444444444
400m,2,2779,0.0
400m,2,3857.8412060301507,0.16666666666666666
400m,2,7079.047236180904,0.5
400m,2,3604.8412060301507,0.16666666666666666
400m,2,2952,0.0
400m,2,3576.8412060301507,0.16666666666666666
400m,2,5758.523618090452,0.2857142857142857
400m,2,2815,0.0
400m,2,4588.523618090452,0.375
400m,2,5310.523618090452,0.2857142857142857
400m,2,3625.8412060301507,0.16666666666666666
400m,2,3890.8412060301507,0.16666666666666666
400m,2,2898,0.0
400m,2,3572.8412060301507,0.16666666666666666
400m,2,2682,0.0
400m,2,3528.8412060301507,0.16666666666666666
400m,2,4056.6824120603014,0.2857142857142857
400m,2,3901.8412060301507,0.16666666666666666
400m,2,2922,0.0
400m,2,6352.364824120603,0.375
400m,2,4685.523618090452,0.375
400m,2,3522.8412060301507,0.16666666666666666
400m,2,3772.8412060301507,0.16666666666666666
400m,2,2740,0.0
400m,2,7182.047236180904,0.375
400m,2,3654.8412060301507,0.16666666666666666
400m,2,3523.8412060301507,0.16666666666666666
400m,2,2953,0.0
400m,2,4392.682412060301,0.2857142857142857
400m,2,3358.8412060301507,0.16666666666666666
400m,2,2880,0.0
400m,2,3587.8412060301507,0.16666666666666666
400m,2,3597.8412060301507,0.16666666666666666
400m,2,4342.682412060301,0.2857142857142857
400m,2,7463.047236180904,0.375
400m,2,2990,0.0
400m,2,8075.888442211055,0.4444444444444444
400m,2,2791,0.0
400m,2,10239.412060301507,0.4444444444444444
400m,2,3029,0.0
400m,2,5163.682412060301,0.2857142857142857
400m,2,4625.523618090452,0.375
400m,2,3920.6824120603014,0.2857142857142857
400m,2,4631.682412060301,0.2857142857142857
400m,2,2978,0.0
400m,2,3005,0.0
400m,2,2868,0.0
400m,2,3436.8412060301507,0.16666666666666666
400m,2,6055.364824120603,0.375
400m,2,4721.523618090452,0.375
400m,2,3000,0.0
400m,2,3840.8412060301507,0.16666666666666666
400m,2,2805,0.0
400m,2,3453.8412060301507,0.16666666666666666
400m,2,5474.364824120603,0.4444444444444444
400m,2,3744.8412060301507,0.16666666666666666
400m,2,2886,0.0
400m,2,3594.8412060301507,0.16666666666666666
400m,2,4380.682412060301,0.2857142857142857
400m,2,5593.364824120603,0.4444444444444444
400m,2,2829,0.0
400m,2,2863,0.0
400m,2,4370.682412060301,0.2857142857142857
400m,2,3480.8412060301507,0.16666666666666666
400m,2,5364.523618090452,0.2857142857142857
400m,2,5909.364824120603,0.4444444444444444
400m,2,4342.682412060301,0.2857142857142857
400m,2,3329.8412060301507,0.16666666666666666
400m,2,5637.364824120603,0.4444444444444444
400m,2,3594.8412060301507,0.16666666666666666
400m,2,4517.682412060301,0.2857142857142857
400m,2,2842,0.0
400m,2,4364.682412060301,0.2857142857142857
400m,2,3501.8412060301507,0.16666666666666666
400m,2,4374.682412060301,0.2857142857142857
400m,2,3604.8412060301507,0.16666666666666666
400m,2,2890,0.0
400m,2,4022.6824120603014,0.2857142857142857
400m,2,4167.682412060301,0.2857142857142857
400m,2,3630.8412060301507,0.16666666666666666
400m,2,2997,0.0
400m,2,2812,0.0
400m,2,3012,0.0
400m,2,3929.8412060301507,0.16666666666666666
400m,2,2927,0.0
400m,2,2857,0.0
400m,2,3661.8412060301507,0.16666666666666666
400m,2,2902,0.0
400m,2,2981,0.0
400m,2,2884,0.0
400m,2,2981,0.0
400m,2,3047,0.0
400m,2,3562.8412060301507,0.16666666666666666
400m,2,3463.8412060301507,0.16666666666666666
400m,2,3684.8412060301507,0.16666666666666666
400m,2,3743.8412060301507,0.16666666666666666
400m,2,5158.523618090452,0.2857142857142857
400m,2,4259.682412060301,0.2857142857142857
400m,2,2858,0.0
400m,2,3517.8412060301507,0.16666666666666666
400m,2,2876,0.0
400m,2,3596.8412060301507,0.16666666666666666
400m,2,3446.8412060301507,0.16666666666666666
400m,2,3412.8412060301507,0.16666666666666666
400m,2,7136.047236180904,0.375
400m,2,3017,0.0
400m,2,2665,0.0
400m,2,2890,0.0
400m,2,2726,0.0
400m,2,5701.364824120603,0.375
400m,2,3812.8412060301507,0.16666666666666666
400m,2,3246.8412060301507,0.16666666666666666
400m,2,4709.523618090452,0.375
400m,2,2759,0.0
400m,2,4078.6824120603014,0.2857142857142857
400m,2,3461.8412060301507,0.16666666666666666
400m,2,4186.682412060301,0.2857142857142857
400m,2,3730.8412060301507,0.16666666666666666
400m,2,3314.8412060301507,0.16666666666666666
400m,2,3869.8412060301507,0.16666666666666666
400m,2,5966.523618090452,0.375
400m,2,3638.8412060301507,0.16666666666666666
400m,2,2933,0.0
400m,2,3510.8412060301507,0.16666666666666666
400m,2,4726.682412060301,0.2857142857142857
400m,2,2972,0.0
400m,2,3397,0.0
400m,2,3395.8412060301507,0.16666666666666666
400m,2,2710,0.0
400m,2,5012.523618090452,0.375
400m,2,4712.682412060301,0.2857142857142857
400m,2,3583.8412060301507,0.16666666666666666
400m,2,4325.682412060301,0.2857142857142857
400m,2,3013,0.0
400m,2,4155.682412060301,0.2857142857142857
400m,2,4195.682412060301,0.2857142857142857
400m,2,4196.682412060301,0.2857142857142857
400m,2,2892,0.0
400m,2,4077.6824120603014,0.2857142857142857
400m,2,3491.8412060301507,0.16666666666666666
400m,2,3626.8412060301507,0.16666666666666666
400m,2,5893.364824120603,0.375
400m,2,4436.682412060301,0.2857142857142857
400m,2,9956.412060301507,0.5833333333333334
400m,2,4090.6824120603014,0.2857142857142857
400m,2,3468.8412060301507,0.16666666666666666
400m,2,2900,0.0
400m,2,3661.8412060301507,0.16666666666666666
400m,2,2939,0.0
400m,2,3015,0.0
400m,2,3543.8412060301507,0.16666666666666666
400m,2,4606.523618090452,0.375
400m,2,4303.682412060301,0.2857142857142857
400m,2,8161.888442211055,0.4444444444444444
400m,2,7976.888442211055,0.5454545454545454
400m,2,5342.364824120603,0.4444444444444444
400m,2,3493.8412060301507,0.16666666666666666
400m,2,5612.364824120603,0.375
400m,2,4158.682412060301,0.2857142857142857
400m,2,5336.364824120603,0.4444444444444444
400m,2,2870,0.0
400m,2,4663.682412060301,0.2857142857142857
400m,2,4004.6824120603014,0.2857142857142857
400m,2,5694.364824120603,0.375
400m,2,3693.8412060301507,0.16666666666666666
400m,2,4273.682412060301,0.2857142857142857
400m,2,3797.8412060301507,0.16666666666666666
400m,2,6934.047236180904,0.5
400m,2,3095,0.0
400m,2,2957,0.0
400m,2,3201.8412060301507,0.16666666666666666
400m,2,4120.682412060301,0.2857142857142857
400m,2,3908.6824120603014,0.2857142857142857
400m,2,2963,0.0
400m,2,3095.8412060301507,0.16666666666666666
400m,2,3534.8412060301507,0.16666666666666666
400m,2,4447.682412060301,0.2857142857142857
400m,2,4398.682412060301,0.2857142857142857
400m,2,4446.682412060301,0.2857142857142857
400m,2,4339.682412060301,0.2857142857142857
400m,2,3038,0.0
400m,2,4904.523618090452,0.375
400m,2,3544.8412060301507,0.16666666666666666
400m,2,4864.523618090452,0.375
400m,2,3502.8412060301507,0.16666666666666666
400m,2,3470.8412060301507,0.16666666666666666
400m,2,5662.364824120603,0.4444444444444444
400m,2,2867,0.0
400m,2,6044.364824120603,0.375
400m,2,3516.8412060301507,0.16666666666666666
400m,2,3709.8412060301507,0.16666666666666666
400m,2,2813,0.0
400m,2,4062.6824120603014,0.2857142857142857
400m,2,2862,0.0
400m,2,3564.8412060301507,0.16666666666666666
400m,2,2966,0.0
400m,2,2904,0.0
400m,2,2936,0.0
